DB,timepoint,CellType,ExperimentType,Pathway,p.value,padj,ES,NES,nMoreExtreme,size,celltype,Celltype,negative_log10_of_adjusted_p_value,info
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP,0.000279313,0.001459394,-0.494183897,-1.897641052,13,53,CD4;PolyA+,CD4_PolyA,2.83582744359263,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,0.000365242,0.001586994,-0.257737719,-1.381020139,32,799,CD4;PolyA+,CD4_PolyA,2.79942471519337,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_UP,0.000499415,0.002088922,-0.322725594,-1.566898109,37,237,CD4;PolyA+,CD4_PolyA,2.68007777620065,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,LEE_LIVER_CANCER_MYC_UP,0.000458524,0.002236991,-0.499625185,-1.888533643,22,49,CD4;PolyA+,CD4_PolyA,2.65033576318017,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,MUNSHI_MULTIPLE_MYELOMA_UP,0.000459118,0.002237562,-0.431163665,-1.792153703,22,79,CD4;PolyA+,CD4_PolyA,2.65022492209704,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,MASSARWEH_TAMOXIFEN_RESISTANCE_UP,0.000575055,0.002712491,-0.267753048,-1.415422201,28,499,CD4;PolyA+,CD4_PolyA,2.56663169412289,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,IVANOVA_HEMATOPOIESIS_MATURE_CELL,0.000712002,0.002865993,-0.311754595,-1.529867326,54,261,CD4;PolyA+,CD4_PolyA,2.54272487467318,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_DN,0.000617825,0.00288243,-0.380321655,-1.69070625,30,117,CD4;PolyA+,CD4_PolyA,2.54024123077494,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_DN,0.000913043,0.003547704,-0.378268386,-1.670641829,62,115,CD4;PolyA+,CD4_PolyA,2.4500526223604,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,GRUETZMANN_PANCREATIC_CANCER_DN,0.001109042,0.004207657,-0.340817365,-1.596750773,80,175,CD4;PolyA+,CD4_PolyA,2.37595967025135,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_DN,0.001323413,0.004886719,0.371018479,1.693780816,44,80,CD4;PolyA+,CD4_PolyA,2.31098263340033,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,REACTOME_DEVELOPMENTAL_BIOLOGY,0.001363386,0.005011987,-0.291461445,-1.465319882,108,333,CD4;PolyA+,CD4_PolyA,2.29999006414149,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_A,0.00138406,0.005073355,-0.254453466,-1.353438317,122,701,CD4;PolyA+,CD4_PolyA,2.29470474754917,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP,0.001203056,0.005087137,-0.589626706,-1.906556421,59,25,CD4;PolyA+,CD4_PolyA,2.29352656637044,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_UP,0.001352669,0.005632156,-0.337600989,-1.57695429,67,163,CD4;PolyA+,CD4_PolyA,2.24932532456891,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN,0.00161177,0.005795237,-0.27834996,-1.426146081,132,412,CD4;PolyA+,CD4_PolyA,2.23692879858088,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,IRITANI_MAD1_TARGETS_DN,0.00178626,0.006327289,-0.479409275,-1.796089163,110,46,CD4;PolyA+,CD4_PolyA,2.19878232861358,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP,0.001632946,0.006626099,-0.476087032,-1.7921934,81,48,CD4;PolyA+,CD4_PolyA,2.17874207964746,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,MULLIGHAN_NPM1_SIGNATURE_3_UP,0.001888555,0.007492761,-0.285168627,-1.43590082,94,302,CD4;PolyA+,CD4_PolyA,2.12535812006927,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,POMEROY_MEDULLOBLASTOMA_PROGNOSIS_DN,0.001998481,0.007851852,-0.491384883,-1.789262258,99,41,CD4;PolyA+,CD4_PolyA,2.105027895036,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,LIM_MAMMARY_STEM_CELL_UP,0.00235924,0.008011363,-0.277860982,-1.415916387,192,386,CD4;PolyA+,CD4_PolyA,2.09629358965592,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,SENESE_HDAC3_TARGETS_UP,0.002249786,0.008680813,-0.260599264,-1.363192656,112,446,CD4;PolyA+,CD4_PolyA,2.06143959914616,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,0.002352337,0.008992792,-0.233191257,-1.283670001,118,843,CD4;PolyA+,CD4_PolyA,2.04610545154339,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN,0.002589538,0.009777851,-0.257230203,-1.351115278,129,467,CD4;PolyA+,CD4_PolyA,2.00975658502788,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,HSIAO_HOUSEKEEPING_GENES,1.27e-05,0.000114472,-0.682850444,-3.390739462,0,385,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_DN,1.52e-05,0.000114472,-0.735987446,-3.091779109,0,98,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,REACTOME_TRANSLATION,1.43e-05,0.000114472,-0.676066304,-3.051284342,0,159,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,KEGG_RIBOSOME,1.55e-05,0.000114472,-0.736317587,-3.025746375,0,86,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES,1.59e-05,0.000114472,-0.761907783,-2.99746447,0,67,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,1.48e-05,0.000114472,-0.681667634,-2.958751615,0,121,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,VERHAAK_AML_WITH_NPM1_MUTATED_UP,1.43e-05,0.000114472,-0.617388084,-2.797172696,0,164,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,ENK_UV_RESPONSE_KERATINOCYTE_UP,1.23e-05,0.000114472,-0.552316278,-2.790698398,0,476,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,MARTENS_TRETINOIN_RESPONSE_DN,1.16e-05,0.000114472,-0.52692305,-2.739032555,0,724,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,1.6e-05,0.000114472,-0.699325667,-2.704868599,0,61,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_UP,1.16e-05,0.000114472,-0.518890737,-2.69054138,0,695,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,KIM_BIPOLAR_DISORDER_OLIGODENDROCYTE_DENSITY_CORR_UP,1.18e-05,0.000114472,-0.520653145,-2.68472562,0,637,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,PECE_MAMMARY_STEM_CELL_UP,1.48e-05,0.000114472,-0.61355215,-2.68304275,0,127,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP,1.63e-05,0.000114472,-0.712547416,-2.660759172,0,51,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17,1.42e-05,0.000114472,-0.570383623,-2.591816453,0,168,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST,1.48e-05,0.000114472,-0.592903628,-2.576306821,0,122,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,TIEN_INTESTINE_PROBIOTICS_6HR_UP,1.61e-05,0.000114472,-0.679625226,-2.576173125,0,55,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13,1.42e-05,0.000114472,-0.567219215,-2.57332017,0,166,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,DACOSTA_UV_RESPONSE_VIA_ERCC3_UP,1.32e-05,0.000114472,-0.525782752,-2.547761298,0,296,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,LI_AMPLIFIED_IN_LUNG_CANCER,1.43e-05,0.000114472,-0.559600347,-2.525639522,0,159,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP,1.27e-05,0.000114472,-0.508043425,-2.522085216,0,384,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,MOOTHA_VOXPHOS,1.55e-05,0.000114472,-0.614974384,-2.512272393,0,83,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,WONG_MITOCHONDRIA_GENE_MODULE,1.38e-05,0.000114472,-0.534747337,-2.498476551,0,212,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,KEGG_OXIDATIVE_PHOSPHORYLATION,1.51e-05,0.000114472,-0.583161643,-2.487374357,0,108,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,WANG_TUMOR_INVASIVENESS_UP,1.28e-05,0.000114472,-0.503515938,-2.484243419,0,357,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,CHEN_METABOLIC_SYNDROM_NETWORK,1.1e-05,0.000114472,-0.465789024,-2.470439697,0,1072,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,LOPEZ_MBD_TARGETS,1.13e-05,0.000114472,-0.470549133,-2.470411906,0,870,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,KEGG_PARKINSONS_DISEASE,1.51e-05,0.000114472,-0.577810707,-2.449614911,0,104,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,REACTOME_METABOLISM_OF_RNA,1.34e-05,0.000114472,-0.508969815,-2.439320134,0,265,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,KIM_ALL_DISORDERS_DURATION_CORR_DN,1.46e-05,0.000114472,-0.549964664,-2.431845217,0,137,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,BILANGES_RAPAMYCIN_SENSITIVE_VIA_TSC1_AND_TSC2,1.58e-05,0.000114472,-0.609591051,-2.429874011,0,72,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE,1.58e-05,0.000114472,-0.602823546,-2.409164343,0,73,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,HILLION_HMGA1B_TARGETS,1.56e-05,0.000114472,-0.582097112,-2.373228671,0,82,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,MUNSHI_MULTIPLE_MYELOMA_UP,1.57e-05,0.000114472,-0.583972776,-2.36042856,0,78,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,TAKAO_RESPONSE_TO_UVB_RADIATION_UP,1.55e-05,0.000114472,-0.57771123,-2.360046225,0,83,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,SANA_RESPONSE_TO_IFNG_DN,1.57e-05,0.000114472,-0.583477465,-2.358426504,0,78,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_DN,1.25e-05,0.000114472,-0.468802226,-2.346503354,0,424,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN,1.23e-05,0.000114472,-0.464880128,-2.344762595,0,466,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,DAZARD_RESPONSE_TO_UV_NHEK_UP,1.38e-05,0.000114472,-0.497800682,-2.32425083,0,211,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,MALONEY_RESPONSE_TO_17AAG_DN,1.57e-05,0.000114472,-0.574464961,-2.3219978,0,78,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,DANG_MYC_TARGETS_UP,1.46e-05,0.000114472,-0.521962582,-2.308025026,0,137,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_DN,1.41e-05,0.000114472,-0.495399344,-2.269658935,0,179,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,BENPORATH_MYC_TARGETS_WITH_EBOX,1.38e-05,0.000114472,-0.47826941,-2.235754005,0,213,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,NATSUME_RESPONSE_TO_INTERFERON_BETA_DN,1.63e-05,0.000114472,-0.603365114,-2.225481039,0,48,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP,1.14e-05,0.000114472,-0.424847498,-2.219234918,0,792,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,HILLION_HMGA1_TARGETS,1.57e-05,0.000114472,-0.549321888,-2.215790096,0,77,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,1.59e-05,0.000114472,-0.562044968,-2.198947945,0,65,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,OSMAN_BLADDER_CANCER_UP,1.27e-05,0.000114472,-0.442893278,-2.19778101,0,383,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,1.61e-05,0.000114472,-0.579206059,-2.195526338,0,55,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,IVANOVA_HEMATOPOIESIS_LATE_PROGENITOR,1.22e-05,0.000114472,-0.432301939,-2.190060425,0,494,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,MATTIOLI_MGUS_VS_PCL,1.52e-05,0.000114472,-0.517424467,-2.187454895,0,102,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,BOUDOUKHA_BOUND_BY_IGF2BP2,1.52e-05,0.000114472,-0.518426669,-2.18538689,0,100,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_UP,1.23e-05,0.000114472,-0.427148025,-2.153879931,0,464,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,FERNANDEZ_BOUND_BY_MYC,1.42e-05,0.000114472,-0.472726316,-2.146461516,0,167,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,WONG_EMBRYONIC_STEM_CELL_CORE,1.3e-05,0.000114472,-0.436992487,-2.139914414,0,329,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,BENPORATH_MYC_MAX_TARGETS,1.15e-05,0.000114472,-0.410039266,-2.134948717,0,745,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,LEE_LIVER_CANCER_SURVIVAL_DN,1.43e-05,0.000114472,-0.470329669,-2.132545748,0,165,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,ONKEN_UVEAL_MELANOMA_DN,1.23e-05,0.000114472,-0.413604,-2.09215477,0,483,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,TARTE_PLASMA_CELL_VS_PLASMABLAST_UP,1.3e-05,0.000114472,-0.425426916,-2.07633641,0,318,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP,1.62e-05,0.000114472,-0.550745089,-2.073120547,0,53,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,JOHNSTONE_PARVB_TARGETS_2_UP,1.48e-05,0.000114472,-0.467281195,-2.043404825,0,127,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,TIEN_INTESTINE_PROBIOTICS_24HR_DN,1.38e-05,0.000114472,-0.436697041,-2.036552646,0,209,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,CAIRO_HEPATOBLASTOMA_CLASSES_UP,1.2e-05,0.000114472,-0.367752758,-1.882716012,0,571,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,IVANOVA_HEMATOPOIESIS_MATURE_CELL,1.34e-05,0.000114472,-0.388043368,-1.855497731,0,260,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,OSMAN_BLADDER_CANCER_DN,1.28e-05,0.000114472,-0.363086491,-1.789595685,0,354,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_UP,1.17e-05,0.000114472,-0.329239371,-1.706160199,0,690,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,MARTINEZ_RB1_TARGETS_DN,1.24e-05,0.000114472,-0.33114589,-1.664508636,0,446,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_UP,1.13e-05,0.000114472,-0.309021429,-1.620554783,0,849,CD4;Ribodepleted,CD4_Ribodepleted,3.94130072932914,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,IRITANI_MAD1_TARGETS_DN,1.64e-05,0.000114483,-0.588365722,-2.151280155,0,46,CD4;Ribodepleted,CD4_Ribodepleted,3.94125899851475,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,LUI_THYROID_CANCER_PAX8_PPARG_DN,1.64e-05,0.000114673,-0.71262647,-2.582488444,0,44,CD4;Ribodepleted,CD4_Ribodepleted,3.94053882561532,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,MODY_HIPPOCAMPUS_PRENATAL,1.65e-05,0.000114675,-0.618223588,-2.207073923,0,41,CD4;Ribodepleted,CD4_Ribodepleted,3.94053125119598,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,POMEROY_MEDULLOBLASTOMA_PROGNOSIS_DN,1.65e-05,0.000114675,-0.579809045,-2.069933028,0,41,CD4;Ribodepleted,CD4_Ribodepleted,3.94053125119598,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,LUI_TARGETS_OF_PAX8_PPARG_FUSION,1.68e-05,0.000114855,-0.67862592,-2.323905933,0,34,CD4;Ribodepleted,CD4_Ribodepleted,3.93985009385038,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,BILANGES_SERUM_RESPONSE_TRANSLATION,1.68e-05,0.000115116,-0.641530405,-2.167507256,0,32,CD4;Ribodepleted,CD4_Ribodepleted,3.9388643094824,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,LUI_THYROID_CANCER_CLUSTER_3,1.7e-05,0.000115664,-0.732656995,-2.399392749,0,28,CD4;Ribodepleted,CD4_Ribodepleted,3.93680179259711,C2
MSigDB,In-flight vs Pre-flight,CD4,Ribodepleted,HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP,1.71e-05,0.000116226,-0.676716485,-2.158041094,0,25,CD4;Ribodepleted,CD4_Ribodepleted,3.93469670849085,C2
MSigDB,Post-flight vs Pre-flight,CD4,Ribodepleted,HSIAO_HOUSEKEEPING_GENES,1.31e-05,0.00012033,-0.647740326,-3.242787332,0,385,CD4;Ribodepleted,CD4_Ribodepleted,3.91962608329869,C2
MSigDB,Post-flight vs Pre-flight,CD4,Ribodepleted,CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_DN,1.57e-05,0.00012033,-0.719991973,-3.026948053,0,97,CD4;Ribodepleted,CD4_Ribodepleted,3.91962608329869,C2
MSigDB,Post-flight vs Pre-flight,CD4,Ribodepleted,DACOSTA_UV_RESPONSE_VIA_ERCC3_UP,1.36e-05,0.00012033,-0.604271007,-2.948204986,0,295,CD4;Ribodepleted,CD4_Ribodepleted,3.91962608329869,C2
MSigDB,Post-flight vs Pre-flight,CD4,Ribodepleted,ENK_UV_RESPONSE_KERATINOCYTE_UP,1.27e-05,0.00012033,-0.57824787,-2.942692996,0,467,CD4;Ribodepleted,CD4_Ribodepleted,3.91962608329869,C2
MSigDB,Post-flight vs Pre-flight,CD4,Ribodepleted,VERHAAK_AML_WITH_NPM1_MUTATED_UP,1.48e-05,0.00012033,-0.645288987,-2.936490945,0,164,CD4;Ribodepleted,CD4_Ribodepleted,3.91962608329869,C2
MSigDB,Post-flight vs Pre-flight,CD4,Ribodepleted,REACTOME_TRANSLATION,1.48e-05,0.00012033,-0.611491079,-2.77066929,0,159,CD4;Ribodepleted,CD4_Ribodepleted,3.91962608329869,C2
MSigDB,Post-flight vs Pre-flight,CD4,Ribodepleted,KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_UP,1.2e-05,0.00012033,-0.518851251,-2.719221586,0,691,CD4;Ribodepleted,CD4_Ribodepleted,3.91962608329869,C2
MSigDB,Post-flight vs Pre-flight,CD4,Ribodepleted,MARTENS_TRETINOIN_RESPONSE_DN,1.19e-05,0.00012033,-0.516314051,-2.714344662,0,723,CD4;Ribodepleted,CD4_Ribodepleted,3.91962608329869,C2
MSigDB,Post-flight vs Pre-flight,CD4,Ribodepleted,KIM_BIPOLAR_DISORDER_OLIGODENDROCYTE_DENSITY_CORR_UP,1.22e-05,0.00012033,-0.520717486,-2.713574383,0,636,CD4;Ribodepleted,CD4_Ribodepleted,3.91962608329869,C2
MSigDB,Post-flight vs Pre-flight,CD4,Ribodepleted,YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17,1.47e-05,0.00012033,-0.593949487,-2.71210985,0,168,CD4;Ribodepleted,CD4_Ribodepleted,3.91962608329869,C2
MSigDB,Post-flight vs Pre-flight,CD4,Ribodepleted,KEGG_RIBOSOME,1.58e-05,0.00012033,-0.639630096,-2.637248622,0,86,CD4;Ribodepleted,CD4_Ribodepleted,3.91962608329869,C2
