pathway,I4_Capsule_FD2_0,I4_Capsule_FD2_1,I4_Capsule_FD2_2,I4_Capsule_FD2_3,I4_Capsule_FD2_4,I4_Capsule_FD2_5,I4_Capsule_FD2_6,I4_Capsule_FD2_7,I4_Capsule_FD2_8,I4_Capsule_FD2_9,I4_Capsule_FD3_0,I4_Capsule_FD3_1,I4_Capsule_FD3_2,I4_Capsule_FD3_3,I4_Capsule_FD3_4,I4_Capsule_FD3_5,I4_Capsule_FD3_6,I4_Capsule_FD3_7,I4_Capsule_FD3_8,I4_Capsule_FD3_9,I4_Capsule_LM44_0,I4_Capsule_LM44_1,I4_Capsule_LM44_2,I4_Capsule_LM44_3,I4_Capsule_LM44_4,I4_Capsule_LM44_5,I4_Capsule_LM44_6,I4_Capsule_LM44_7,I4_Capsule_LM44_8,I4_Capsule_LM44_9,I4_Capsule_LM92_0,I4_Capsule_LM92_1,I4_Capsule_LM92_2,I4_Capsule_LM92_3,I4_Capsule_LM92_4,I4_Capsule_LM92_5,I4_Capsule_LM92_6,I4_Capsule_LM92_7,I4_Capsule_LM92_9
PWY-7234: inosine-5'-phosphate biosynthesis III,380.874,218.503,298.783,234.663,0.0,165.565,274.572,192.901,0.0,120.092,367.124,291.712,66.6038,90.6174,217.805,279.079,253.208,267.547,221.58,262.042,0,348.599,281.419,263.47,301.909,360.458,317.689,390.036,396.909,331.049,138.693,246.007,133.46,241.043,288.867,253.907,191.01,189.844,133.65
"PWY-7237: myo-, chiro- and scyllo-inositol degradation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.846,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.129,0.0,163.789,0.0,0.0,0.0,0.0
PWY-7238: sucrose biosynthesis II,496.537,287.131,481.514,342.108,84.0346,144.002,346.446,498.684,0.0,213.151,439.691,467.6,218.979,41.4093,176.136,273.346,275.402,214.491,160.119,237.051,0,453.87,422.563,419.787,148.168,396.789,339.559,417.861,301.843,479.915,163.857,468.318,144.49,255.481,253.4,300.672,268.222,204.657,238.912
PWY-7242: D-fructuronate degradation,0.0,0.0,69.9206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.8425,30.4213,42.6558,58.4259,52.9369,41.3529,0,3.30946,0.0,21.5514,35.3535,30.262,0.0,0.0,64.5007,0.0,37.4842,0.0,16.8484,29.8339,20.0452,0.0,59.899,0.0,0.0
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II",368.244,193.039,211.611,147.111,0.0,186.862,0.0,281.251,0.0,149.644,339.364,465.906,0.0,76.6862,184.382,262.047,247.875,200.382,196.228,191.878,0,340.509,257.039,301.776,189.115,301.106,277.241,381.705,454.328,328.698,228.787,282.804,126.318,254.214,239.761,232.309,262.448,236.546,198.15
PWY-7254: TCA cycle VII (acetate-producers),16.7115,25.904,30.6375,0.0,0.0,68.8683,0.0,0.0,0.0,61.7379,0.0,0.0,0.0,0.0,80.1973,71.3655,28.0907,82.7108,15.0094,19.7075,0,5.46774,0.0,22.7465,46.8365,17.0607,0.0,20.7645,0.0,25.889,42.6531,0.0,40.9081,40.3417,26.2385,46.0578,0.0,0.0,33.8922
PWY-7255: ergothioneine biosynthesis I (bacteria),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667809,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7268: cytosolic NADPH production (yeast),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35271,33.0279,0.0,2.58526,11.3897,0.0,0.0,0.0,0.0,0.0
PWY-7269: mitochondrial NADPH production (yeast),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29036,22.4699,0.0,1.73153,7.66842,0.0,0.0,0.0,0.0,0.0
PWY-7279: aerobic respiration II (cytochrome c) (yeast),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.10714,0.0,0.0,10.2897,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.3728,0.0,0.0,37.5207,10.4632,0.0,0.0,0.0,25.7153
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II,0.0,80.8776,112.106,0.0,0.0,151.601,0.0,0.0,0.0,0.0,128.876,0.0,0.0,47.6393,148.692,186.481,150.415,128.566,96.7715,134.292,0,42.0183,0.0,0.0,58.153,66.045,0.0,0.0,0.0,0.0,56.2262,0.0,59.2091,116.421,111.953,66.5421,169.41,119.774,81.5526
PWY-7295: L-arabinose degradation IV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.95887,6.82522,6.26603,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.3282,0.0,0.0,19.9944,11.5007,0.0,0.0,0.0,0.0
PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65312,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00731,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis,0.0,103.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.2403,0.0,98.831,86.7168,135.892,60.3381,75.0242,95.1121,129.819,134.024,0,0.0,0.0,0.0,0.0,15.2622,0.0,0.0,0.0,0.0,79.4398,22.0192,32.8614,125.288,73.4146,7.56409,40.8759,90.1961,56.9365
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis,71.0848,49.9416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9502,113.342,0.0,0.0,0.0,8.20699,20.6445,22.936,23.0475,0.0,88.0677,0,57.552,28.3369,0.0,68.0659,69.61,19.6185,15.0338,0.0,57.957,0.0,48.2321,97.0462,33.6421,26.8754,36.8584,26.5738,0.0,14.5914
PWY-7337: 10-cis-heptadecenoyl-CoA degradation (yeast),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.32837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6085,0.0,0.0,0.0,0.0
"PWY-7338: 10-trans-heptadecenoyl-CoA degradation (reductase-dependent, yeast)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.32837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6085,0.0,0.0,0.0,0.0
"PWY-7340: 9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.61329,0.0,0.0,0.0,0.0,59.3684,0.0,9.63121,11.3271,14.8983,0.0,0.0,0.0,0.0
PWY-7345: superpathway of anaerobic sucrose degradation,0.0,0.0,0.0,0.0,0.0,106.689,0.0,0.0,0.0,0.0,49.5366,0.0,0.0,0.0,40.2289,120.633,31.9748,0.0,0.0,59.7769,0,47.8305,0.0,54.2844,0.0,47.0035,0.0,48.6926,0.0,60.8064,0.0,57.9843,71.4643,71.3926,142.91,52.2393,0.0,46.529,0.0
PWY-7356: thiamine diphosphate salvage IV (yeast),39.5233,0.0,77.5099,168.912,0.0,0.0,0.0,78.0675,0.0,91.3606,103.853,0.0,0.0,69.9588,71.6021,71.8614,66.9659,68.7912,49.0797,93.4602,0,0.0,108.156,75.637,95.3945,70.5219,161.593,0.0,0.0,53.682,0.0,58.0361,52.6581,28.8856,71.9758,33.4241,0.0,0.0,0.0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast),471.251,116.144,216.905,378.8,0.0,226.627,446.649,312.589,0.0,263.288,483.835,343.964,38.27,35.916,144.514,321.228,239.307,157.776,96.0372,174.938,0,384.723,336.236,390.541,326.597,358.211,494.496,347.675,266.698,381.752,12.9055,338.729,113.175,155.096,235.459,300.96,365.509,202.667,102.117
"PWY-7376: cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3404,33.437,43.3721,36.1639,26.9216,0.0,0,9.47738,0.0,0.0,0.0,15.4867,0.0,0.0,0.0,0.0,0.0,0.0,14.6955,18.9128,5.47054,0.0,0.0,0.0,0.0
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)",123.466,20.2336,30.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.3761,0.0,0.0,0.0,83.3989,83.4473,63.3542,133.641,95.5374,0.0,0,120.21,58.5797,106.692,181.223,134.401,0.0,157.73,0.0,153.325,149.135,113.276,86.4384,175.133,139.039,64.2259,67.0008,94.0618,41.5533
"PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.01456,0.0,0.0,0.0,0.0,0.0,0.0
"PWY-7385: 1,3-propanediol biosynthesis (engineered)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.45661,0.0,0.0,0.0,6.35962,0.0,0.0,2.67015,0.0,0.0,0.0,0.0,0.0,0.0
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.77,0.0,0.0,0.0,0.0,0.0,0.0,5.77924,10.5959,0.0,0.0,0.0,0,0.0,0.0,23.3714,23.6496,0.0,0.0,12.7163,0.0,0.0,0.0,0.0,12.2218,8.19833,3.3148,0.0,0.0,0.0,0.0
PWY-7389: superpathway of anaerobic energy metabolism (invertebrates),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7448,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7391: isoprene biosynthesis II (engineered),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82236,0.0,0.0,0.0,0.0,0,23.7282,0.0,0.0,0.0,24.7981,0.0,0.0,0.0,12.6179,0.0,13.8175,7.27628,11.7573,6.27934,0.0,0.0,0.0,0.0
PWY-7392: taxadiene biosynthesis (engineered),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0316,0.0,0.0,0.0,25.3517,35.0626,16.252,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2405,0.0,31.5348,43.173,29.1247,0.0,0.0,0.0,0.0
PWY-7396: butanol and isobutanol biosynthesis (engineered),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37.5689,0.0,0.0,0.0,32.6454,0.0,30.567,0.0,43.9277,0.0,52.6995,6.73386,9.74489,0.0,0.0,0.0,0.0,0.0
PWY-7400: L-arginine biosynthesis IV (archaebacteria),280.429,267.384,300.778,265.549,0.0,251.187,0.0,260.647,73.2109,181.631,262.404,0.0,185.549,130.622,330.842,345.726,325.423,297.269,343.819,259.721,0,259.33,139.904,242.54,257.517,245.598,0.0,226.634,0.0,172.73,286.001,215.272,132.302,325.174,264.851,282.066,0.0,252.431,146.137
PWY-7431: aromatic biogenic amine degradation (bacteria),0.0,33.9234,24.5472,0.0,0.0,87.5029,0.0,0.0,0.0,0.0,11.1301,0.0,112.757,35.4067,136.508,47.4441,67.811,114.252,117.748,109.653,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6119,0.0,0.0,24.3387,8.93205,0.0,0.0,36.0912,0.0
PWY-7434: terminal O-glycans residues modification (via type 2 precursor disaccharide),0.0,23.5563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.33171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75642,0.0,0.0,0.680084,0.0,0.0,0.0,0.0,0.0,0.0
"PWY-7456: &beta;-(1,4)-mannan degradation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4767,0.0,0.0,0.0,0.0,0.0,0.0
"PWY-7480: 2,3-dihydroxybenzoate degradation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0934,0.0,0.0,6.62513,1.41296,0.0,0.0,0.0,0.0
PWY-7560: methylerythritol phosphate pathway II,365.75,233.42,171.451,248.304,0.0,207.181,0.0,211.868,0.0,109.157,319.759,467.06,0.0,25.4968,140.784,249.115,258.994,165.173,110.773,127.327,0,354.196,316.33,295.452,153.659,318.468,330.314,362.269,332.447,355.058,103.585,353.428,120.003,214.637,226.236,236.607,302.627,207.881,197.545
PWY-7574: propanoyl-CoA degradation II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35623,0.0,0.0,0.0,0.0
PWY-7616: methanol oxidation to carbon dioxide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84905,0.0,2.8807,1.95154,0.0,8.1115,0.0,0.0,0.0
PWY-7663: gondoate biosynthesis (anaerobic),141.356,375.462,362.476,215.409,274.848,442.732,0.0,356.595,212.047,374.745,467.86,291.237,614.463,580.299,689.251,404.916,475.948,554.064,723.495,578.404,0,204.873,185.681,268.535,113.767,215.639,174.866,215.814,86.2381,133.468,505.121,214.659,117.631,384.871,221.983,189.931,194.234,264.736,200.814
PWY-7664: oleate biosynthesis IV (anaerobic),91.1365,335.864,286.074,83.5848,241.475,403.016,0.0,121.797,0.0,229.475,225.595,0.0,584.059,534.551,673.853,377.871,455.258,536.286,675.531,522.38,0,104.78,160.038,109.255,107.918,143.906,105.843,149.101,65.3301,100.243,476.746,123.974,109.833,326.449,196.192,105.726,0.0,247.458,194.105
PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.604625,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8166,0.0,0.861052,8.53255,0.0,0.0,0.0,0.0,0.0
PWY-7723: bacterial bioluminescence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08359,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7731: superpathway of photosynthetic hydrogen production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.54236,0.0,0.0,0.0,0.0,0.0,0.0,25.9103,42.8503,32.5449,0.0,0.0,0.0,0.0
PWY-7761: NAD salvage pathway II (PNC IV cycle),154.561,91.5887,74.0106,0.0,0.0,56.9884,319.764,105.439,0.0,0.0,101.056,0.0,61.1308,125.687,101.312,102.633,47.0703,79.5101,135.026,103.26,0,174.939,47.7777,145.038,76.9732,172.851,120.707,208.357,229.277,119.459,46.8526,198.584,78.7583,80.0811,130.132,95.4324,145.8,81.2267,110.838
PWY-7783: plasmalogen degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31579,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7790: UMP biosynthesis II,472.339,265.849,297.242,194.207,0.0,219.043,0.0,287.022,119.9,130.097,398.334,418.971,0.0,101.316,272.944,340.468,322.363,237.492,249.564,213.532,0,450.406,360.292,368.945,307.391,415.533,389.389,461.024,566.513,408.903,236.372,432.795,167.424,294.367,321.826,308.788,288.321,232.826,177.103
PWY-7791: UMP biosynthesis III,509.412,314.17,354.08,222.284,0.0,279.544,411.293,313.742,119.9,161.167,451.899,597.348,0.0,101.316,272.944,340.468,322.363,237.492,249.564,213.532,0,462.809,380.316,399.687,307.391,431.888,398.119,503.795,566.513,438.889,236.372,445.482,167.424,294.367,321.826,308.788,331.935,232.826,198.362
PWY-7805: (aminomethyl)phosphonate degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11279,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7807: glyphosate degradation III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.93852,0.0,0.0,0.0,5.52823,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.2525,0.0,1.52801,41.062,8.99869,0.0,0.0,42.3859,0.0
PWY-7851: coenzyme A biosynthesis II (eukaryotic),372.948,175.298,287.085,195.706,0.0,145.452,596.676,318.92,119.01,259.904,404.29,839.965,0.0,123.525,180.906,287.823,280.366,188.437,183.303,190.825,0,428.625,341.172,353.896,325.973,365.671,326.037,398.134,336.283,402.218,130.06,368.911,147.701,245.044,262.431,263.476,306.486,168.376,171.413
PWY-7854: crotonyl-CoA/ethylmalonyl-CoA/hydroxybutyryl-CoA cycle (engineered),0.0,26.3998,37.3281,0.0,0.0,57.4756,0.0,0.0,0.0,0.0,0.0,0.0,162.988,83.9189,169.202,89.0613,95.1704,115.223,148.634,96.2863,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55163,3.62232,0.0,0.0,0.0,0.0,0.0
PWY-7858: (5Z)-dodecenoate biosynthesis II,32.971,226.251,157.19,42.3015,219.132,203.007,0.0,0.0,0.0,181.757,132.597,0.0,505.334,471.921,614.768,290.133,385.003,485.687,604.925,459.201,0,24.5455,0.0,0.0,20.2603,39.5431,0.0,0.0,0.0,8.27143,139.87,15.7595,20.6821,92.2171,48.8741,0.0,0.0,0.0,27.0561
PWY-7883: anhydromuropeptides recycling II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60417,0.0,0,0.0,0.0,0.0,0.0,10.3548,0.0,0.0,0.0,0.0,69.145,0.0,17.1174,64.204,31.733,0.0,0.0,30.2761,11.9631
PWY-7913: firefly bioluminescence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49339,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7942: 5-oxo-L-proline metabolism,0.0,29.5859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.525,0.0,0.0,42.1798,127.517,94.259,82.1678,81.3862,90.5988,86.2785,0,17.2588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.63,0.0,6.43068,113.818,43.6896,0.0,40.9806,26.1931,0.0
PWY-7948: 4-oxopentanoate degradation,4.82824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.921,0.0,0.0,0.0,0.0,0,15.1836,0.0,0.0,32.427,7.23868,0.0,7.3467,49.6301,0.0,0.0,0.0,6.88493,17.3262,29.5636,16.3399,0.0,0.0,0.0
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing),410.825,212.041,243.188,181.894,0.0,157.823,375.203,181.428,0.0,97.7851,366.509,495.773,0.0,0.0,227.985,280.547,261.322,225.902,197.662,181.878,0,407.549,300.165,313.235,268.817,365.412,333.768,410.745,468.316,357.301,112.749,364.589,146.311,227.232,238.689,267.588,318.281,190.967,158.285
PWY-7977: L-methionine biosynthesis IV,0.0,52.9724,17.3362,0.0,0.0,63.273,0.0,0.0,80.9172,0.0,129.892,0.0,197.374,123.915,169.756,134.151,110.919,162.358,215.637,167.77,0,19.5973,34.8322,25.5638,82.0894,39.0484,52.9925,0.0,0.0,11.894,396.45,36.8208,92.7169,238.608,144.944,0.0,16.2207,199.796,30.2502
PWY-8004: Entner-Doudoroff pathway I,162.409,90.1911,0.0,0.0,0.0,79.9495,0.0,112.504,0.0,0.0,120.259,0.0,0.0,0.0,130.816,103.367,97.162,137.075,117.638,95.9278,0,101.109,97.2279,77.9764,135.109,107.791,0.0,73.0979,0.0,132.574,103.928,96.7371,67.3806,146.401,143.445,26.9732,0.0,103.463,30.6531
PWY-8011: L-serine biosynthesis II,0.0,8.51855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6632,0.0,0.0,0.0,54.8628,19.564,29.609,35.233,47.922,0.0,0,2.26885,0.0,0.0,6.23218,0.0,0.0,0.0,0.0,0.0,91.1532,4.67815,3.44356,45.8161,25.6857,9.79567,0.0,14.4888,0.0
PWY-801: homocysteine and cysteine interconversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13.4524,0.0,36.958,55.1325,15.7956,0.0,0.0,0.0,19.657,15.6183,0.0,8.89027,3.90766,25.1451,32.7695,0.0,10.3477,0.0
PWY-8073: lipid IVA biosynthesis (P. putida),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4272,0.0,0.0,0.0,11.9831,0.0,0.0,0.0,2.43597,0.0,0,0.0,0.0,0.0,0.0,7.37856,0.0,0.0,0.0,0.0,145.971,0.0,17.0484,69.1713,22.4163,0.0,0.0,36.4188,0.0
PWY-8131: 5'-deoxyadenosine degradation II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0004,0.0,0.0,0.0,94.9018,45.3075,81.8161,82.9329,75.9566,88.3681,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.773,0.0,0.461318,33.0027,2.40054,0.0,0.0,0.0,0.0
PWY-8173: anteiso-branched-chain fatty acid biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6671,0.0,0.0,0.0,0.0,0.0,0.0
PWY-8174: odd iso-branched-chain fatty acid biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6671,0.0,0.0,0.0,0.0,0.0,0.0
PWY-8175: even iso-branched-chain fatty acid biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6671,0.0,0.0,0.0,0.0,0.0,0.0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II,224.904,172.643,96.1603,0.0,0.0,158.914,0.0,179.645,0.0,79.3082,332.336,786.189,267.236,125.028,322.467,266.112,235.19,323.421,357.756,318.353,0,254.069,204.127,235.776,262.553,248.639,181.907,237.757,287.934,236.496,278.374,207.347,122.744,269.941,253.038,206.883,174.221,166.231,112.987
PWY-8181: 2-methyl-branched fatty acid &beta;-oxidation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0604,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.72837,23.6148,34.2556,0.0,0.0,0.0,0.0
PWY-8182: valproate &beta;-oxidation,6.89763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7339,0.0,0.0,0.0,0.0,0,6.22947,0.0,0.0,47.0733,9.57898,0.0,0.0,0.0,0.0,0.0,0.0,8.26572,21.2322,37.6064,17.9981,0.0,0.0,0.0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction),420.207,192.66,284.797,202.059,0.0,135.82,456.737,264.501,91.3662,49.9605,388.727,647.756,0.0,0.0,180.378,278.076,200.397,165.821,136.038,119.317,0,420.766,267.064,383.872,244.982,356.783,446.724,444.747,371.94,444.117,101.757,422.161,140.622,234.9,275.039,331.12,260.477,223.247,235.426
