pathway,pval,padj,log2err,ES,NES,size,timepoint,celltype,sample,info
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,8.71e-27,2.88e-24,1.3422338,-0.9777156,-2.21193,119,Immediately Post-flight,B,Inspiration4,C2
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,0.00172,0.0497,0.4550599,-0.7991477,-1.604523,65,Immediately Post-flight,B,Inspiration4,C2
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,0.000193,0.00965,0.5188481,-0.6854708,-1.618457,180,Immediately Post-flight,B,Inspiration4,C2
REACTOME_INFECTIOUS_DISEASE,1.54e-26,4.59e-24,1.3344975,-0.7540448,-2.034254,832,Immediately Post-flight,B,Inspiration4,C2
REACTOME_INFLUENZA_INFECTION,5.36e-26,1.4e-23,1.3188888,-0.9594531,-2.219759,156,Immediately Post-flight,B,Inspiration4,C2
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,4.03e-35,4.22e-32,1.5431831,-0.9093356,-2.328507,358,Immediately Post-flight,B,Inspiration4,C2
REACTOME_METABOLISM_OF_RNA,2.3e-30,1.2e-27,1.4318124,-0.8098996,-2.231992,666,Immediately Post-flight,B,Inspiration4,C2
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT,1.34e-29,6.47e-27,1.4099514,-0.833724,-2.203857,569,Immediately Post-flight,B,Inspiration4,C2
REACTOME_NONSENSE_MEDIATED_DECAY_NMD,1.68e-26,4.81e-24,1.3344975,-0.9789026,-2.2157,115,Immediately Post-flight,B,Inspiration4,C2
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,3.65e-28,1.64e-25,1.3802649,-0.9612172,-2.237716,170,Immediately Post-flight,B,Inspiration4,C2
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,8.07e-05,0.00445,0.5384341,-0.7905492,-1.753079,103,Immediately Post-flight,B,Inspiration4,C2
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS,7.92e-06,0.000638,0.5933255,-0.7892078,-1.789398,127,Immediately Post-flight,B,Inspiration4,C2
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,1.04e-35,1.31e-32,1.5565442,-0.9917685,-2.197034,101,Immediately Post-flight,B,Inspiration4,C2
REACTOME_RRNA_PROCESSING,3.61e-32,2.27e-29,1.4745625,-0.956546,-2.295666,201,Immediately Post-flight,B,Inspiration4,C2
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21,0.000829,0.0285,0.4772708,-0.823463,-1.642216,60,Immediately Post-flight,B,Inspiration4,C2
REACTOME_SELENOAMINO_ACID_METABOLISM,5.41e-34,4.85e-31,1.5161076,-0.989666,-2.210898,107,Immediately Post-flight,B,Inspiration4,C2
REACTOME_SIGNALING_BY_ROBO_RECEPTORS,1.07e-26,3.37e-24,1.3422338,-0.9380893,-2.282847,213,Immediately Post-flight,B,Inspiration4,C2
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,1.92e-31,1.1e-28,1.4604515,-0.9860349,-2.223405,112,Immediately Post-flight,B,Inspiration4,C2
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,4.91e-05,0.00309,0.5573322,-0.7103152,-1.678607,177,Immediately Post-flight,B,Inspiration4,C2
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,0.000381,0.0161,0.4984931,-0.7992523,-1.682959,77,Immediately Post-flight,B,Inspiration4,C2
REACTOME_TRANSLATION,3.61e-32,2.27e-29,1.4745625,-0.933472,-2.32088,274,Immediately Post-flight,B,Inspiration4,C2
RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_UP,4.22e-05,0.00274,0.5573322,0.6603985,1.402267,695,Immediately Post-flight,B,Inspiration4,C2
RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN,0.000786,0.028,0.4772708,0.6273937,1.336128,788,Immediately Post-flight,B,Inspiration4,C2
SANA_RESPONSE_TO_IFNG_DN,7.44e-05,0.00425,0.5384341,-0.8216855,-1.74873,82,Immediately Post-flight,B,Inspiration4,C2
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_UP,0.00109,0.0354,0.4550599,0.6680382,1.37846,394,Immediately Post-flight,B,Inspiration4,C2
SHEN_SMARCA2_TARGETS_UP,7.65e-05,0.00433,0.5384341,0.6929173,1.434763,422,Immediately Post-flight,B,Inspiration4,C2
SMID_BREAST_CANCER_BASAL_DN,6.45e-05,0.0039,0.5384341,0.6631704,1.404265,658,Immediately Post-flight,B,Inspiration4,C2
SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER_DN,0.000942,0.0312,0.4772708,-0.9977433,-1.544898,5,Immediately Post-flight,B,Inspiration4,C2
SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_UP,4.24e-08,5.44e-06,0.7195128,-0.6442367,-1.706985,478,Immediately Post-flight,B,Inspiration4,C2
STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN,9.14e-06,0.000727,0.5933255,-0.5777864,-1.51115,514,Immediately Post-flight,B,Inspiration4,C2
TAKAO_RESPONSE_TO_UVB_RADIATION_UP,4.02e-10,6.48e-08,0.8140358,-0.9329801,-1.994399,83,Immediately Post-flight,B,Inspiration4,C2
TARTE_PLASMA_CELL_VS_PLASMABLAST_UP,1.07e-10,1.82e-08,0.8390889,-0.744454,-1.891554,350,Immediately Post-flight,B,Inspiration4,C2
TIEN_INTESTINE_PROBIOTICS_24HR_DN,1.3e-10,2.16e-08,0.8266573,-0.8206521,-1.979366,205,Immediately Post-flight,B,Inspiration4,C2
TIEN_INTESTINE_PROBIOTICS_6HR_UP,6.27e-08,7.73e-06,0.7049757,-0.9556,-1.795924,50,Immediately Post-flight,B,Inspiration4,C2
TONG_INTERACT_WITH_PTTG1,0.000415,0.0172,0.4984931,-0.8421664,-1.650342,57,Immediately Post-flight,B,Inspiration4,C2
WANG_TUMOR_INVASIVENESS_UP,2.66e-12,5.22e-10,0.8986712,-0.7634079,-1.950478,374,Immediately Post-flight,B,Inspiration4,C2
WEST_ADRENOCORTICAL_TUMOR_DN,7.19e-05,0.00421,0.5384341,-0.5626364,-1.464709,515,Immediately Post-flight,B,Inspiration4,C2
WONG_EMBRYONIC_STEM_CELL_CORE,3.69e-11,6.62e-09,0.8513391,-0.7567546,-1.912339,332,Immediately Post-flight,B,Inspiration4,C2
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS,1.75e-32,1.37e-29,1.4815676,-0.9926853,-2.149022,88,Immediately Post-flight,B,Inspiration4,C2
WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,5.44e-08,6.84e-06,0.7195128,-0.8721229,-1.938163,102,Immediately Post-flight,B,Inspiration4,C2
WP_OXIDATIVE_PHOSPHORYLATION,2.6e-05,0.00176,0.5756103,-0.881243,-1.757446,60,Immediately Post-flight,B,Inspiration4,C2
WP_PROTEASOME_DEGRADATION,1.89e-05,0.00132,0.5756103,-0.8861808,-1.751345,59,Immediately Post-flight,B,Inspiration4,C2
YAGI_AML_WITH_INV_16_TRANSLOCATION,6.12e-09,8.54e-07,0.7614608,-0.691546,-1.779402,392,Immediately Post-flight,B,Inspiration4,C2
YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP,4.38e-07,4.59e-05,0.6749629,-0.9395736,-1.764941,51,Immediately Post-flight,B,Inspiration4,C2
ZHANG_RESPONSE_TO_CANTHARIDIN_DN,9.24e-05,0.00496,0.5384341,-0.8527492,-1.703821,66,Immediately Post-flight,B,Inspiration4,C2
ZHENG_BOUND_BY_FOXP3,0.000237,0.0113,0.5188481,0.6686493,1.397117,486,Immediately Post-flight,B,Inspiration4,C2
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST,7.44e-05,0.00425,0.5384341,-0.7570879,-1.725688,130,Immediately Post-flight,B,Inspiration4,C2
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE,0.000609,0.0224,0.4772708,-0.7942219,-1.65256,75,Immediately Post-flight,B,Inspiration4,C2
ABE_INNER_EAR,3.65e-05,0.00216,0.5573322,-0.9063248,-1.781257,43,Immediately Post-flight,NK,Inspiration4,C2
ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP,1.82e-05,0.00118,0.5756103,-0.4770169,-1.359221,835,Immediately Post-flight,NK,Inspiration4,C2
ACEVEDO_METHYLATED_IN_LIVER_CANCER_DN,0.00015,0.00701,0.5188481,0.6392051,1.391659,701,Immediately Post-flight,NK,Inspiration4,C2
ANDERSEN_LIVER_CANCER_KRT19_UP,2.89e-05,0.00176,0.5756103,-0.9282531,-1.747242,33,Immediately Post-flight,NK,Inspiration4,C2
BENPORATH_MYC_MAX_TARGETS,1.56e-07,1.72e-05,0.6901325,-0.5321951,-1.514408,742,Immediately Post-flight,NK,Inspiration4,C2
BENPORATH_MYC_TARGETS_WITH_EBOX,7.54e-10,1.13e-07,0.8012156,-0.7682391,-1.937213,218,Immediately Post-flight,NK,Inspiration4,C2
BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_DN,9.89e-05,0.00501,0.5384341,-0.7206393,-1.690143,118,Immediately Post-flight,NK,Inspiration4,C2
BHATTACHARYA_EMBRYONIC_STEM_CELL,4.67e-05,0.0026,0.5573322,-0.7980619,-1.736929,79,Immediately Post-flight,NK,Inspiration4,C2
BILANGES_RAPAMYCIN_SENSITIVE_VIA_TSC1_AND_TSC2,5.41e-06,0.000436,0.6105269,-0.865694,-1.820132,68,Immediately Post-flight,NK,Inspiration4,C2
BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES,2.99e-15,6.27e-13,1.007318,-0.9717026,-2.043016,68,Immediately Post-flight,NK,Inspiration4,C2
BILANGES_SERUM_RESPONSE_TRANSLATION,5.72e-06,0.00045,0.6105269,-0.9469627,-1.77716,32,Immediately Post-flight,NK,Inspiration4,C2
BONOME_OVARIAN_CANCER_SURVIVAL_SUBOPTIMAL_DEBULKING,0.000242,0.0105,0.5188481,0.648741,1.396133,488,Immediately Post-flight,NK,Inspiration4,C2
BOUDOUKHA_BOUND_BY_IGF2BP2,0.000118,0.00572,0.5384341,-0.7499652,-1.729973,102,Immediately Post-flight,NK,Inspiration4,C2
BROWNE_HCMV_INFECTION_14HR_DN,0.000419,0.0162,0.4984931,0.6892227,1.433248,268,Immediately Post-flight,NK,Inspiration4,C2
BROWNE_HCMV_INFECTION_20HR_DN,0.00103,0.0316,0.4550599,0.7554345,1.409379,94,Immediately Post-flight,NK,Inspiration4,C2
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_A,0.00124,0.037,0.4550599,0.5971712,1.305678,821,Immediately Post-flight,NK,Inspiration4,C2
CAIRO_HEPATOBLASTOMA_CLASSES_UP,4.32e-07,4.28e-05,0.6749629,-0.5600555,-1.557034,599,Immediately Post-flight,NK,Inspiration4,C2
CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_DN,1.1e-05,0.000771,0.5933255,-0.7959128,-1.837198,101,Immediately Post-flight,NK,Inspiration4,C2
CHICAS_RB1_TARGETS_LOW_SERUM,0.000474,0.0178,0.4984931,-0.7180633,-1.635608,95,Immediately Post-flight,NK,Inspiration4,C2
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP,7.81e-12,1.4e-09,0.8753251,-0.9696446,-1.982458,52,Immediately Post-flight,NK,Inspiration4,C2
CUI_TCF21_TARGETS_2_DN,9.85e-11,1.59e-08,0.8390889,0.6935309,1.515979,825,Immediately Post-flight,NK,Inspiration4,C2
DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN,2.67e-16,5.8e-14,1.0376962,0.7760254,1.664702,457,Immediately Post-flight,NK,Inspiration4,C2
DACOSTA_UV_RESPONSE_VIA_ERCC3_DN,4.57e-29,2.05e-26,1.4025887,0.7710937,1.687552,845,Immediately Post-flight,NK,Inspiration4,C2
DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_DN,0.000102,0.00509,0.5384341,0.800394,1.471389,84,Immediately Post-flight,NK,Inspiration4,C2
DACOSTA_UV_RESPONSE_VIA_ERCC3_UP,6.82e-07,6.5e-05,0.6594444,-0.6532148,-1.696753,308,Immediately Post-flight,NK,Inspiration4,C2
DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_DN,0.000173,0.00801,0.5188481,0.795378,1.462168,84,Immediately Post-flight,NK,Inspiration4,C2
DANG_MYC_TARGETS_UP,4.97e-10,7.63e-08,0.8012156,-0.8574678,-2.018146,128,Immediately Post-flight,NK,Inspiration4,C2
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP,2.82e-05,0.00174,0.5756103,0.7006915,1.473517,322,Immediately Post-flight,NK,Inspiration4,C2
DAZARD_RESPONSE_TO_UV_NHEK_DN,2.53e-07,2.74e-05,0.6749629,0.7398705,1.548009,295,Immediately Post-flight,NK,Inspiration4,C2
DAZARD_RESPONSE_TO_UV_NHEK_UP,4.94e-12,9.13e-10,0.887075,-0.8190751,-2.06197,200,Immediately Post-flight,NK,Inspiration4,C2
DAZARD_UV_RESPONSE_CLUSTER_G1,1.41e-05,0.000941,0.5933255,-0.8799836,-1.806367,59,Immediately Post-flight,NK,Inspiration4,C2
DAZARD_UV_RESPONSE_CLUSTER_G6,8.98e-05,0.00459,0.5384341,0.7492928,1.471099,142,Immediately Post-flight,NK,Inspiration4,C2
DIRMEIER_LMP1_RESPONSE_EARLY,8.83e-06,0.000624,0.5933255,-0.8734962,-1.808341,61,Immediately Post-flight,NK,Inspiration4,C2
DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN,0.000833,0.0266,0.4772708,0.6377681,1.375037,494,Immediately Post-flight,NK,Inspiration4,C2
ENK_UV_RESPONSE_KERATINOCYTE_UP,5.11e-33,4.59e-30,1.4954793,-0.8340982,-2.278,505,Immediately Post-flight,NK,Inspiration4,C2
FERNANDEZ_BOUND_BY_MYC,0.000118,0.00572,0.5384341,-0.6638725,-1.609673,174,Immediately Post-flight,NK,Inspiration4,C2
FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_UP,0.0002,0.00909,0.5188481,0.6834095,1.446398,357,Immediately Post-flight,NK,Inspiration4,C2
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP,1.94e-06,0.000169,0.6272567,-0.9017126,-1.84357,52,Immediately Post-flight,NK,Inspiration4,C2
GABRIELY_MIR21_TARGETS,6.01e-09,8.21e-07,0.7614608,0.7613166,1.593061,287,Immediately Post-flight,NK,Inspiration4,C2
GENTILE_UV_LOW_DOSE_DN,4.37e-05,0.0025,0.5573322,0.8272746,1.479816,62,Immediately Post-flight,NK,Inspiration4,C2
GEORGES_TARGETS_OF_MIR192_AND_MIR215,0.00115,0.0348,0.4550599,0.5963216,1.305663,871,Immediately Post-flight,NK,Inspiration4,C2
GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_DN,7.91e-06,0.000578,0.5933255,0.6224718,1.365954,1048,Immediately Post-flight,NK,Inspiration4,C2
GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_DN,7.12e-07,6.68e-05,0.6594444,0.6015003,1.323629,1733,Immediately Post-flight,NK,Inspiration4,C2
GRUETZMANN_PANCREATIC_CANCER_DN,0.000818,0.0262,0.4772708,-0.6192149,-1.525138,189,Immediately Post-flight,NK,Inspiration4,C2
HAMAI_APOPTOSIS_VIA_TRAIL_UP,7.86e-11,1.3e-08,0.8390889,0.7132191,1.551547,647,Immediately Post-flight,NK,Inspiration4,C2
HILLION_HMGA1B_TARGETS,1.78e-08,2.29e-06,0.733762,-0.8855328,-1.976457,83,Immediately Post-flight,NK,Inspiration4,C2
HILLION_HMGA1_TARGETS,2.33e-08,2.79e-06,0.733762,-0.8885127,-1.962573,81,Immediately Post-flight,NK,Inspiration4,C2
HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP,0.000257,0.011,0.4984931,-0.9239328,-1.706574,27,Immediately Post-flight,NK,Inspiration4,C2
HSIAO_HOUSEKEEPING_GENES,1.78e-42,1.12e-38,1.6965862,-0.9084942,-2.394966,382,Immediately Post-flight,NK,Inspiration4,C2
IRITANI_MAD1_TARGETS_DN,0.000145,0.00687,0.5188481,-0.8894646,-1.769161,44,Immediately Post-flight,NK,Inspiration4,C2
IVANOVA_HEMATOPOIESIS_STEM_CELL_LONG_TERM,1.17e-05,0.000809,0.5933255,0.7438926,1.51437,201,Immediately Post-flight,NK,Inspiration4,C2
JISON_SICKLE_CELL_DISEASE_DN,2.23e-08,2.79e-06,0.733762,-0.7695495,-1.881847,180,Immediately Post-flight,NK,Inspiration4,C2
JOHNSTONE_PARVB_TARGETS_2_DN,0.000419,0.0162,0.4984931,0.674934,1.42342,334,Immediately Post-flight,NK,Inspiration4,C2
JOHNSTONE_PARVB_TARGETS_2_UP,6.45e-05,0.00343,0.5384341,-0.7048112,-1.666991,143,Immediately Post-flight,NK,Inspiration4,C2
KEGG_OXIDATIVE_PHOSPHORYLATION,2.33e-08,2.79e-06,0.733762,-0.8274005,-1.947118,127,Immediately Post-flight,NK,Inspiration4,C2
KEGG_PARKINSONS_DISEASE,3.5e-08,4.07e-06,0.7195128,-0.8330483,-1.945846,122,Immediately Post-flight,NK,Inspiration4,C2
KEGG_RIBOSOME,6.26e-35,7.86e-32,1.536459,-0.9934568,-2.235809,86,Immediately Post-flight,NK,Inspiration4,C2
KIM_ALL_DISORDERS_DURATION_CORR_DN,0.000228,0.01,0.5188481,-0.6788606,-1.605614,143,Immediately Post-flight,NK,Inspiration4,C2
KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_UP,4.9e-21,1.18e-18,1.186651,-0.693523,-1.968244,738,Immediately Post-flight,NK,Inspiration4,C2
KIM_BIPOLAR_DISORDER_OLIGODENDROCYTE_DENSITY_CORR_UP,4.99e-20,1.16e-17,1.1601796,-0.7099408,-1.988747,659,Immediately Post-flight,NK,Inspiration4,C2
LEE_LIVER_CANCER_MYC_UP,4.55e-05,0.00256,0.5573322,-0.8908374,-1.813332,50,Immediately Post-flight,NK,Inspiration4,C2
LEE_LIVER_CANCER_SURVIVAL_DN,2.28e-06,0.000196,0.6272567,-0.7339992,-1.784336,173,Immediately Post-flight,NK,Inspiration4,C2
LI_AMPLIFIED_IN_LUNG_CANCER,5.3e-18,1.19e-15,1.0959293,-0.9002537,-2.187958,171,Immediately Post-flight,NK,Inspiration4,C2
LOPEZ_MBD_TARGETS,5.81e-09,8.12e-07,0.7614608,-0.5352331,-1.536719,919,Immediately Post-flight,NK,Inspiration4,C2
LUI_TARGETS_OF_PAX8_PPARG_FUSION,6.81e-06,0.000518,0.6105269,-0.9404356,-1.770173,33,Immediately Post-flight,NK,Inspiration4,C2
LUI_THYROID_CANCER_CLUSTER_3,4.71e-05,0.0026,0.5573322,-0.9412976,-1.738648,27,Immediately Post-flight,NK,Inspiration4,C2
LUI_THYROID_CANCER_PAX8_PPARG_DN,1.93e-06,0.000169,0.6272567,-0.932183,-1.854129,44,Immediately Post-flight,NK,Inspiration4,C2
MALONEY_RESPONSE_TO_17AAG_DN,1.77e-05,0.00116,0.5756103,-0.8349235,-1.790112,73,Immediately Post-flight,NK,Inspiration4,C2
MANNE_COVID19_COMBINED_COHORT_VS_HEALTHY_DONOR_PLATELETS_DN,0.000247,0.0106,0.4984931,0.7079219,1.447185,215,Immediately Post-flight,NK,Inspiration4,C2
MANNE_COVID19_ICU_VS_HEALTHY_DONOR_PLATELETS_DN,0.000201,0.00909,0.5188481,0.7429396,1.460299,148,Immediately Post-flight,NK,Inspiration4,C2
MANNE_COVID19_NONICU_VS_HEALTHY_DONOR_PLATELETS_DN,0.000646,0.0223,0.4772708,0.7079999,1.440393,199,Immediately Post-flight,NK,Inspiration4,C2
MARTENS_TRETINOIN_RESPONSE_DN,3.47e-35,5.46e-32,1.5431831,-0.7804888,-2.21365,764,Immediately Post-flight,NK,Inspiration4,C2
MARTINEZ_RB1_AND_TP53_TARGETS_DN,0.000487,0.0181,0.4984931,-0.483483,-1.336817,552,Immediately Post-flight,NK,Inspiration4,C2
MARTINEZ_RB1_TARGETS_DN,3.39e-06,0.00028,0.6272567,-0.5527217,-1.504021,507,Immediately Post-flight,NK,Inspiration4,C2
MARTINEZ_RESPONSE_TO_TRABECTEDIN,2.32e-05,0.00146,0.5756103,0.8727534,1.521169,50,Immediately Post-flight,NK,Inspiration4,C2
MARTINEZ_TP53_TARGETS_DN,0.000353,0.0145,0.4984931,-0.4917929,-1.36637,556,Immediately Post-flight,NK,Inspiration4,C2
MATTIOLI_MGUS_VS_PCL,0.000625,0.0218,0.4772708,-0.6779992,-1.588132,119,Immediately Post-flight,NK,Inspiration4,C2
MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,0.00156,0.0445,0.4550599,0.582616,1.279364,998,Immediately Post-flight,NK,Inspiration4,C2
MODY_HIPPOCAMPUS_PRENATAL,7.71e-07,7.12e-05,0.6594444,-0.9390449,-1.790607,39,Immediately Post-flight,NK,Inspiration4,C2
MOOTHA_VOXPHOS,7.12e-08,7.99e-06,0.7049757,-0.8698624,-1.957655,86,Immediately Post-flight,NK,Inspiration4,C2
MUNSHI_MULTIPLE_MYELOMA_UP,4.09e-05,0.00236,0.5573322,-0.8119605,-1.75507,77,Immediately Post-flight,NK,Inspiration4,C2
NATSUME_RESPONSE_TO_INTERFERON_BETA_DN,2.65e-07,2.82e-05,0.6749629,-0.9232747,-1.882152,51,Immediately Post-flight,NK,Inspiration4,C2
NUYTTEN_NIPP1_TARGETS_UP,3.99e-05,0.00234,0.5573322,0.6412249,1.397185,720,Immediately Post-flight,NK,Inspiration4,C2
ONKEN_UVEAL_MELANOMA_DN,0.000126,0.00603,0.5188481,-0.5083117,-1.385839,510,Immediately Post-flight,NK,Inspiration4,C2
OSMAN_BLADDER_CANCER_DN,7.54e-09,1.01e-06,0.7477397,-0.6457072,-1.704669,406,Immediately Post-flight,NK,Inspiration4,C2
PARENT_MTOR_SIGNALING_UP,0.000374,0.0151,0.4984931,0.6359441,1.376353,540,Immediately Post-flight,NK,Inspiration4,C2
PECE_MAMMARY_STEM_CELL_UP,4.7e-21,1.18e-18,1.186651,-0.9473373,-2.224404,129,Immediately Post-flight,NK,Inspiration4,C2
PEREZ_TP53_TARGETS,3.19e-06,0.000268,0.6272567,0.6265602,1.377918,1120,Immediately Post-flight,NK,Inspiration4,C2
PILON_KLF1_TARGETS_UP,0.0008,0.0262,0.4772708,0.6395947,1.372706,469,Immediately Post-flight,NK,Inspiration4,C2
PLASARI_TGFB1_TARGETS_10HR_DN,0.000651,0.0223,0.4772708,0.6867484,1.426792,245,Immediately Post-flight,NK,Inspiration4,C2
POMEROY_MEDULLOBLASTOMA_DESMOPLASIC_VS_CLASSIC_DN,0.000118,0.00572,0.5384341,-0.8388412,-1.726352,57,Immediately Post-flight,NK,Inspiration4,C2
POMEROY_MEDULLOBLASTOMA_PROGNOSIS_DN,4.86e-06,0.000397,0.6105269,-0.9284604,-1.809378,42,Immediately Post-flight,NK,Inspiration4,C2
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,0.000994,0.0309,0.4550599,-0.69442,-1.605381,103,Immediately Post-flight,NK,Inspiration4,C2
REACTOME_ABC_TRANSPORTER_DISORDERS,8.16e-06,0.000583,0.5933255,-0.8355606,-1.806082,77,Immediately Post-flight,NK,Inspiration4,C2
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,4.61e-13,9.05e-11,0.921426,-0.9643526,-1.99355,60,Immediately Post-flight,NK,Inspiration4,C2
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS,5.83e-05,0.00316,0.5573322,-0.8422981,-1.754528,64,Immediately Post-flight,NK,Inspiration4,C2
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,8.09e-06,0.000583,0.5933255,-0.8790601,-1.794523,55,Immediately Post-flight,NK,Inspiration4,C2
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,1.62e-27,5.36e-25,1.3575741,-0.7671526,-2.137605,625,Immediately Post-flight,NK,Inspiration4,C2
REACTOME_CELLULAR_RESPONSE_TO_STARVATION,6.26e-26,1.71e-23,1.3188888,-0.9487368,-2.28569,156,Immediately Post-flight,NK,Inspiration4,C2
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,1.99e-05,0.00128,0.5756103,-0.8632836,-1.787199,61,Immediately Post-flight,NK,Inspiration4,C2
REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD,0.0016,0.0451,0.4550599,0.9800824,1.407314,7,Immediately Post-flight,NK,Inspiration4,C2
REACTOME_DEGRADATION_OF_DVL,2.6e-05,0.00162,0.5756103,-0.8621888,-1.774402,57,Immediately Post-flight,NK,Inspiration4,C2
REACTOME_DEVELOPMENTAL_BIOLOGY,5.64e-28,2.08e-25,1.372743,-0.7099206,-2.026013,907,Immediately Post-flight,NK,Inspiration4,C2
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,5.14e-37,1.61e-33,1.5829282,-0.9925718,-2.260858,93,Immediately Post-flight,NK,Inspiration4,C2
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,1.31e-26,3.91e-24,1.3344975,-0.9725721,-2.278134,119,Immediately Post-flight,NK,Inspiration4,C2
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,4.51e-05,0.00255,0.5573322,-0.8418845,-1.75099,65,Immediately Post-flight,NK,Inspiration4,C2
REACTOME_INFECTIOUS_DISEASE,5.11e-27,1.6e-24,1.3499257,-0.7160201,-2.035236,832,Immediately Post-flight,NK,Inspiration4,C2
REACTOME_INFLUENZA_INFECTION,1.23e-24,3.22e-22,1.2871037,-0.9437654,-2.273713,156,Immediately Post-flight,NK,Inspiration4,C2
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,1.79e-36,3.74e-33,1.5697917,-0.8968516,-2.357318,358,Immediately Post-flight,NK,Inspiration4,C2
REACTOME_METABOLISM_OF_LIPIDS,0.00114,0.0348,0.4550599,0.6092128,1.327486,717,Immediately Post-flight,NK,Inspiration4,C2
REACTOME_METABOLISM_OF_RNA,7.88e-33,6.19e-30,1.4885397,-0.7909854,-2.226107,666,Immediately Post-flight,NK,Inspiration4,C2
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT,1.25e-29,6.06e-27,1.4172759,-0.7975039,-2.213908,569,Immediately Post-flight,NK,Inspiration4,C2
REACTOME_NONSENSE_MEDIATED_DECAY_NMD,5.19e-26,1.48e-23,1.3188888,-0.9707624,-2.274114,115,Immediately Post-flight,NK,Inspiration4,C2
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,8.16e-30,4.27e-27,1.4172759,-0.9548744,-2.305056,170,Immediately Post-flight,NK,Inspiration4,C2
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,1.66e-06,0.000151,0.6435518,-0.8118595,-1.876881,103,Immediately Post-flight,NK,Inspiration4,C2
