human_gene,CD4_T,CD8_T,other_T,B,NK,CD14_Mono,CD16_Mono,DC,other,GeneLab,skin,skin_IE,skin_OD,skin_OE,skin_VA,JAXA.cfRNA.pval,NASA_multi_CD19,NASA_multi_CD4,NASA_multi_CD8,NASA_multi_LD,NASA_ribo_CD19,NASA_ribo_CD4,NASA_ribo_CD8,NASA_ribo_LD,NASA_poly_CD19,NASA_poly_CD4,NASA_poly_CD8,NASA_poly_LD,CD4_T.padj,CD8_T.padj,other_T.padj,B.padj,NK.padj,CD14_Mono.padj,CD16_Mono.padj,DC.padj,other.padj,GeneLab.padj,skin.padj,skin_IE.padj,skin_OD.padj,skin_OE.padj,skin_VA.padj,JAXA.cfRNA,NASA_multi_CD19.padj,NASA_multi_CD4.padj,NASA_multi_CD8.padj,NASA_multi_LD.padj,NASA_ribo_CD19.padj,NASA_ribo_CD4.padj,NASA_ribo_CD8.padj,NASA_ribo_LD.padj,NASA_poly_CD19.padj,NASA_poly_CD4.padj,NASA_poly_CD8.padj,NASA_poly_LD.padj
AGFG1,0.292186535,0.202221999,0.289376773,0.360283456,0.239970851,0.262159388,0.309907972,0.33292453,0.137370265,0.008805373,0.253816255,0.541702225,0.512957959,-0.169281113,0.301805598,,,,,,,,,,,,,,1.52e-36,5.22e-14,6.76e-06,2.62e-14,1.65e-07,1.12e-34,0.036860367,1.0,0.207321603,0.822473825,0.427178844,0.683654504,,0.915840051,,,,,,,,,,,,,,
TAOK1,0.243474961,0.290417992,0.199419648,0.226056366,0.264652906,0.310379009,0.446764743,0.289620068,0.168881429,-0.001558153,-0.178000713,-0.047223263,-0.208456901,-0.07976545,-0.261322698,,,,,,,,,,,,,,1.54e-36,5.54e-14,8.29e-06,2.75e-14,2.03e-07,1.75e-34,0.036949564,1.0,0.217123163,0.98112317,0.391127482,0.976010417,,0.944847156,0.589057743,,,,,,,,,,,,,
WARS,0.157759271,0.16475549,0.314263187,0.298335519,0.416227632,0.284578309,0.39243018,0.298138435,0.112014975,,,,,,,,,,,,,,,,,,,,2.28e-36,6.49e-14,8.73e-06,3.19e-14,2.37e-07,2.85e-34,0.0389799,1.0,0.227426229,,,,,,,,,,,,,,,,,,,
APLP2,0.271900436,0.295020762,0.256761668,0.300301577,0.321613084,0.24846151,0.466933773,0.346763437,0.139438418,-0.03215521,-0.340966376,0.007003141,-0.054999558,-0.053124127,-0.836055188,,,,,,,,,,,,,,3.48e-36,7.7e-14,8.86e-06,4.41e-14,2.4e-07,5.27e-34,0.042929466,1.0,0.237946016,0.398687108,0.150434661,0.997210203,,0.966282166,0.009865732,,,,,,,,,,,,,
TMEM154,0.230522344,0.138286163,0.081541533,0.378880066,0.128080063,0.272353126,0.334516462,0.504620033,0.295446327,-0.005413073,-0.125767881,0.16853032,-0.420044457,-0.134218599,-0.002443014,,,,,,,,,,,,,,4.8e-36,8.96e-14,9.5e-06,9.45e-14,2.89e-07,6.2e-34,0.04315744,1.0,0.239551741,0.956560886,0.618435897,0.876432094,,0.891263826,0.997367436,,,,,,,,,,,,,
GNAQ,0.225414253,0.250942526,0.514291428,0.228054849,0.280770027,0.311163631,0.383890754,0.234712269,0.358303799,,-0.07045665,-0.257427967,-0.071303434,0.321685051,-0.188645911,,,,,,,,,,,,,,6.95e-36,9.34e-14,1.04e-05,1.18e-13,3.61e-07,6.78e-34,0.043421519,1.0,0.255242868,,0.802215144,0.802423192,,0.66663049,0.730214652,,,,,,,,,,,,,
TET2,0.268374832,0.044858163,0.313239137,0.180519842,0.172542281,0.298527763,0.346700004,0.189920396,0.065370143,0.042105843,0.182685586,0.416589268,0.224663721,-0.112532322,0.195058149,,,,,,,,,,,,,,1.28e-35,1.13e-13,1.16e-05,1.2e-13,3.91e-07,1.03e-33,0.046705432,1.0,0.271323431,0.366205483,0.511337685,0.71608786,,0.935838983,0.769592758,,,,,,,,,,,,,
ZNF638,0.045023748,0.251123686,0.131294297,0.213899297,0.264576932,0.294177475,0.255111195,0.239054498,0.213053612,-0.030953531,-0.131349171,-0.103293247,0.053786646,0.035278726,-0.260935609,,,,,,,,,,,,,,1.41e-35,1.3e-13,1.22e-05,1.25e-13,3.96e-07,1.71e-33,0.049254496,1.0,0.2889458,0.515445227,0.775957351,0.967962537,,0.984340407,,,,,,,,,,,,,,
NCOA2,0.198083701,0.578555078,0.037932827,0.260997142,0.387763565,0.429419667,0.333423734,0.428073879,0.348573853,-0.008290147,-0.141416662,-0.629796341,-0.243348376,0.128996179,0.09878654,,,,,,,,,,,,,,1.43e-35,1.68e-13,1.36e-05,1.25e-13,4.1e-07,2.25e-33,0.054745352,1.0,0.289329436,0.755768314,0.642150178,0.584063176,,0.922647393,0.905135996,,,,,,,,,,,,,
PARP14,0.295279937,0.30357777,0.268895286,0.288736848,0.158730965,0.304841077,0.34262132,0.284647525,0.476088018,0.127074898,0.093300048,0.019244592,0.305962981,0.030931547,-0.049219323,,,,,,,,,,,,,,1.71e-35,1.79e-13,1.5e-05,1.46e-13,4.36e-07,2.59e-33,0.065891798,1.0,0.299159314,0.000875,0.761149533,0.992941865,,0.982099147,0.952606979,,,,,,,,,,,,,
AP003086.1,0.204704799,0.101053304,0.225446233,0.196632092,0.19860755,0.269367675,0.185854562,0.19769652,0.427376604,,,,,,,,,,,,,,,,,,,,2.24e-35,1.96e-13,1.69e-05,1.53e-13,6.21e-07,3.27e-33,0.068489798,1.0,0.300961052,,,,,,,,,,,,,,,,,,,
SMG7,0.207728644,0.286401865,0.19348218,0.060189696,0.272411347,0.404794397,0.756812691,0.333307157,0.191732608,0.003157974,0.087957162,0.253211531,-0.111585678,-0.147792063,0.402659428,,,,,,,,,,,,,,3.91e-35,2.27e-13,1.81e-05,1.71e-13,7.14e-07,3.35e-33,0.076698269,1.0,0.325157357,0.928484143,0.74140275,0.815494672,,0.88520681,0.346218392,,,,,,,,,,,,,
AC023424.3,0.068464924,0.214252645,0.369511315,0.350886959,0.347864676,0.320010427,0.292069189,0.313094421,0.312112283,,,,,,,,,,,,,,,,,,,,4.73e-35,2.27e-13,1.88e-05,1.71e-13,7.37e-07,4.55e-33,0.084623169,1.0,0.330539588,,,,,,,,,,,,,,,,,,,
TUT7,0.180479383,0.033093568,0.235815199,0.475806538,0.265692889,0.347029325,0.343146286,0.389429097,0.214521597,-0.020047112,0.107700478,-0.132513732,-0.08006905,0.28579355,0.271446962,,,,,,,,,,,,,,5.53e-35,2.62e-13,2.15e-05,2.34e-13,7.8e-07,9.61e-33,0.088486745,1.0,0.335038063,0.417230955,0.713078106,0.935289564,,0.750905121,0.621989012,,,,,,,,,,,,,
USP25,0.17558816,0.240647624,0.256436604,0.603861914,0.402170745,0.330613938,0.219393149,0.351996602,0.276523526,0.003392617,-0.103529837,-0.033005487,-0.198572401,0.19958493,-0.295205828,,,,,,,,,,,,,,2.19e-34,4.66e-13,2.16e-05,2.39e-13,7.89e-07,1.35e-32,0.099931098,1.0,0.369003853,0.944502493,0.719565853,0.985327526,,0.857967983,0.589057743,,,,,,,,,,,,,
UVRAG,0.181840096,0.021894897,0.314034711,0.167576365,0.327732591,0.295761912,0.382889689,0.359128432,-0.838121445,0.019525637,0.035155117,-0.416811903,-0.041526194,-0.265715459,0.529851084,,,,,,,,,,,,,,2.2e-34,6.96e-13,2.26e-05,2.6e-13,8.36e-07,1.76e-32,0.116886853,1.0,0.383785706,0.389594798,0.932354497,0.722778387,,0.826861604,0.278663728,,,,,,,,,,,,,
LRRFIP1,0.307683536,0.317235469,0.252056184,0.249735348,0.231377191,0.363707416,0.341717274,0.297708544,-0.408280358,0.011026132,-0.247495745,-0.496353456,0.053119099,0.024209927,-0.500225152,,,,,,,,,,,,,,4.47e-34,8.96e-13,2.34e-05,3.04e-13,8.93e-07,2.37e-32,0.117950847,1.0,0.3963436,0.76524939,0.224044875,0.508501483,,0.983256845,0.197198591,,,,,,,,,,,,,
CBL,0.174041162,0.263831217,0.179145242,0.25200255,0.21296068,0.29331624,0.433733593,0.370729425,0.321981731,0.051803746,-0.133354596,-0.061106772,-0.345305508,-0.024052053,0.188214276,,,,,,,,,,,,,,4.92e-34,9.34e-13,3.22e-05,3.17e-13,1.04e-06,3.51e-32,0.120174817,1.0,0.435121578,0.157263655,0.612740491,0.971856838,,0.983256845,0.744598968,,,,,,,,,,,,,
ZEB2,0.187719543,0.416181879,0.259602707,0.310503523,0.023468518,0.375667401,0.440633506,0.177274187,0.124720629,0.080198065,-0.297323839,-0.225995064,-0.170628799,-0.06374945,-0.410797481,,,,,,,,,,,,,,2e-33,1.15e-12,3.87e-05,3.7e-13,1.44e-06,4.84e-32,0.123513331,1.0,0.44759337,0.056197573,0.212008882,0.878873753,,0.961346033,0.36291458,,,,,,,,,,,,,
SPG11,0.165148706,0.230482207,0.324126047,0.204863715,0.343826821,0.297950859,0.283996427,0.237000053,0.245533348,0.005916786,0.24437407,0.363181116,-0.029251057,0.462014809,0.37181473,,,,,,,,,,,,,,5.5e-33,1.27e-12,4.18e-05,3.81e-13,1.47e-06,5.52e-32,0.126325501,1.0,0.502249956,0.807580771,0.258866632,0.700742233,,0.515595763,0.435857427,,,,,,,,,,,,,
ANKS1A,0.38100719,0.240339771,0.227868189,0.228384571,0.269984498,0.397774559,0.240836602,0.086080718,-0.570987777,0.084163518,-0.071161303,0.179841124,0.166886772,0.117609927,-0.486911323,,,,,,,,,,,,,,6.16e-33,1.3e-12,4.54e-05,4.87e-13,1.66e-06,3.11e-31,0.126597741,1.0,0.514084547,0.093782574,0.871881212,0.916924876,,0.943472882,,,,,,,,,,,,,,
SLCO3A1,0.243381179,0.296613242,0.436449966,0.26836793,0.20242953,0.249825505,0.289562966,0.242495972,0.683582103,0.060088971,0.02250428,-0.504287116,0.419475614,-0.188982765,-0.081066315,,,,,,,,,,,,,,9.02e-33,1.38e-12,4.88e-05,5.38e-13,1.71e-06,5.69e-31,0.142239939,1.0,0.538262564,0.136540609,0.962024335,0.694271268,,0.896867852,0.930512039,,,,,,,,,,,,,
IQGAP1,0.22490053,0.277098585,0.372610222,0.268556547,0.287322639,0.264602234,0.34318775,0.24911203,0.374515439,0.007061262,-0.082930807,-0.166247441,-0.101414024,0.213155326,-0.183370994,,,,,,,,,,,,,,1.54e-32,1.42e-12,5.01e-05,5.84e-13,1.77e-06,7.69e-31,0.142403754,1.0,0.580230444,0.850998054,0.775041867,0.887984957,,0.830955644,0.759659764,,,,,,,,,,,,,
KLF7,0.176213866,0.184199926,0.203110821,0.349542743,0.218004843,0.304183052,0.357504249,0.252901583,0.37521495,0.058070687,0.037436296,-0.162066322,-0.00266824,0.43384392,-0.235665502,,,,,,,,,,,,,,1.79e-32,1.47e-12,5.01e-05,9.34e-13,1.86e-06,8.79e-31,0.163399628,1.0,0.582769337,0.052296222,0.919813072,0.922795427,,0.528493943,0.687336357,,,,,,,,,,,,,
INPP4A,0.274874545,0.267419004,0.121050123,0.331705738,0.323241956,0.370777111,0.336687787,0.36029324,0.367163489,0.077859542,-0.018622567,-0.359897435,-0.142806784,0.682429195,-0.074138222,,,,,,,,,,,,,,2.28e-32,1.82e-12,5.13e-05,9.58e-13,1.88e-06,9.97e-31,0.17142562,1.0,0.661256817,0.006132004,0.96592268,0.787009003,,0.306682552,0.928383623,,,,,,,,,,,,,
AFF1,0.223384854,0.182434886,0.357845864,0.21053726,0.263657282,0.348430188,0.309356288,0.190349203,0.136578,0.094419994,0.142848887,0.585931423,-0.256954859,0.489107175,-0.0439884,,,,,,,,,,,,,,4.01e-32,1.91e-12,5.33e-05,1.05e-12,1.97e-06,1.41e-30,0.178869059,1.0,0.676174758,0.000631,0.575306552,0.41025860199999997,,0.461400821,0.956167469,,,,,,,,,,,,,
VCL,0.212695562,0.316707784,0.182105259,0.212324027,0.327181211,0.312437989,0.345795911,0.207198388,0.254324085,0.109009798,-0.215843722,0.042825697,-0.012004688,-0.759856823,-0.321901054,,,,,,,,,,,,,,5.03e-32,1.98e-12,5.79e-05,1.36e-12,2.25e-06,1.66e-30,0.184315572,1.0,0.69011867,4.77e-05,0.357902135,0.981161813,,0.264688538,0.504668698,,,,,,,,,,,,,
H2AFY,0.299190116,0.185127972,0.331099698,0.294424655,0.300849754,0.275909535,0.347030823,0.23860912,0.212620175,,,,,,,,,,,,,,,,,,,,5.86e-32,2.73e-12,6.33e-05,2.68e-12,2.57e-06,1.88e-30,0.195254482,1.0,0.702753827,,,,,,,,,,,,,,,,,,,
SLC49A4,0.270117103,0.181539293,0.043121247,0.300432291,0.189016565,0.29178069,0.278088972,0.156002625,0.130147801,-0.10580542,0.318843,-0.045704176,0.168455241,0.234742502,0.432521252,,,,,,,,,,,,,,7.68e-32,3.81e-12,6.86e-05,4.09e-12,2.69e-06,2.28e-30,0.230371986,1.0,0.898297614,1.46e-07,0.240481114,0.982931641,,0.830891109,0.442632066,,,,,,,,,,,,,
ERBIN,0.289773475,0.190443571,0.179266803,0.338746098,0.310743979,0.268402971,0.434571341,0.264062371,0.408789629,-0.056000925,0.1603016,0.259917026,0.061694088,-0.02792921,0.17545826,,,,,,,,,,,,,,8.5e-32,4.28e-12,7.21e-05,4.48e-12,2.76e-06,2.92e-30,0.246527412,1.0,0.92183942,0.171917695,0.613321115,0.871852689,,0.985067007,,,,,,,,,,,,,,
MTSS1,0.273172979,0.289435741,0.130064697,0.21644674,0.208680113,0.279766327,0.30008125,0.257102956,0.237874578,0.001398284,-0.035863446,0.352763128,0.144593138,-0.120990485,-0.454994238,,,,,,,,,,,,,,1.48e-31,1.57e-11,8e-05,5.37e-12,2.78e-06,3.32e-30,0.247570884,1.0,0.961316748,0.980496054,0.928390681,0.745854844,,0.922631028,0.392126161,,,,,,,,,,,,,
MICU1,0.306398279,0.050082439,0.289039849,0.265335059,0.246841136,0.325675071,0.377922187,0.300175604,0.187330117,0.023803719,0.091158252,0.066644803,0.008366704,0.038337664,0.175873428,,,,,,,,,,,,,,2.02e-31,1.58e-11,8.48e-05,5.71e-12,2.79e-06,4.87e-30,0.248638634,1.0,1.0,0.581965103,0.821721734,0.976010417,,0.976144975,0.807473701,,,,,,,,,,,,,
LCORL,0.245730881,0.173932742,0.347819087,0.290757399,0.237705359,0.291316169,0.310423284,0.472834737,0.323051289,-0.017545443,-0.048300337,0.085869511,0.216249857,-0.334387805,-0.192528952,,,,,,,,,,,,,,2.71e-31,1.7e-11,9.12e-05,5.88e-12,2.86e-06,7.75e-30,0.259662028,1.0,1.0,0.782682251,0.901910386,0.961813432,,0.734483633,,,,,,,,,,,,,,
CFLAR,0.231361716,0.256531894,0.245954661,0.249487444,0.250885501,0.29496702,0.270515618,0.477445071,0.16252504,-0.012624212,-0.196560173,-0.281694057,-0.105689224,-0.125546474,-0.36599936,,,,,,,,,,,,,,3.31e-31,3.17e-11,0.000106587,1.14e-11,3.21e-06,9.05e-30,0.272836321,1.0,1.0,0.675839942,0.350163207,0.783446295,,0.905564527,0.420804579,,,,,,,,,,,,,
MFSD4B,0.162781678,0.177341692,0.35103432,0.088454777,0.102399049,0.315984638,0.358373329,0.343391376,0.315857654,-0.149283603,0.340534455,0.595711789,0.396119701,0.139605264,0.076817507,,,,,,,,,,,,,,4.12e-31,3.28e-11,0.00010868,1.35e-11,3.43e-06,9.76e-30,0.280189765,1.0,1.0,0.266736962,0.198217993,0.589758244,,0.932362061,,,,,,,,,,,,,,
MFSD4B,0.162781678,0.177341692,0.35103432,0.088454777,0.102399049,0.315984638,0.358373329,0.343391376,0.315857654,-0.011789804,0.340534455,0.595711789,0.396119701,0.139605264,0.076817507,,,,,,,,,,,,,,4.12e-31,3.28e-11,0.00010868,1.35e-11,3.43e-06,9.76e-30,0.280189765,1.0,1.0,0.721604944,0.198217993,0.589758244,,0.932362061,,,,,,,,,,,,,,
MFSD4B,0.162781678,0.177341692,0.35103432,0.088454777,0.102399049,0.315984638,0.358373329,0.343391376,0.315857654,0.135531955,0.340534455,0.595711789,0.396119701,0.139605264,0.076817507,,,,,,,,,,,,,,4.12e-31,3.28e-11,0.00010868,1.35e-11,3.43e-06,9.76e-30,0.280189765,1.0,1.0,0.047925371,0.198217993,0.589758244,,0.932362061,,,,,,,,,,,,,,
SMG1,0.217153622,0.225435486,0.274498243,0.464524248,0.262705979,0.334532717,0.348504982,0.1393782,0.386210745,0.003717697,-0.030292359,-0.293803266,0.083749776,-0.071920654,0.165194887,,,,,,,,,,,,,,1.82e-30,4.45e-11,0.000117579,1.37e-11,3.62e-06,1.27e-29,0.284373635,1.0,1.0,0.949719507,0.935229337,0.783446295,,0.956392732,0.797272745,,,,,,,,,,,,,
AC245297.3,0.422457171,0.162244763,0.217110196,0.318955708,0.250050527,0.400265217,0.277195736,0.272025182,0.21424514,,,,,,,,,,,,,,,,,,,,2.17e-30,4.91e-11,0.000123408,1.9e-11,3.77e-06,1.46e-29,0.291660787,1.0,1.0,,,,,,,,,,,,,,,,,,,
SNX29,0.183155001,0.192573597,0.217345539,0.246410521,0.200737493,0.322988654,0.251700178,0.227172844,0.103545273,0.03671491,-0.077605439,-0.212512494,0.152734523,-0.036499966,-0.105855311,,,,,,,,,,,,,,4.59e-30,5.66e-11,0.000129484,2.23e-11,3.92e-06,2.58e-29,0.315517855,1.0,1.0,0.446962727,0.850462802,0.913547618,,0.980976609,,,,,,,,,,,,,,
UTRN,0.202527177,0.172747241,0.287226017,0.209824363,0.316417975,0.300635189,0.307250852,0.232349408,0.268667044,0.041583981,-0.076412357,0.10245204,-0.121354335,-0.007453327,-0.288423142,,,,,,,,,,,,,,6.04e-30,8.33e-11,0.000142922,2.31e-11,5.09e-06,2.89e-29,0.352653816,1.0,1.0,0.107671618,0.797445403,0.946936962,,0.994267606,0.587083394,,,,,,,,,,,,,
CCNY,0.182818081,0.252140571,0.227242979,0.135018103,0.156519887,0.343155504,0.320045396,0.324431546,0.208630055,-0.047182364,-0.291770252,-0.341415541,-0.356067494,-0.18929952,-0.275095339,,,,,,,,,,,,,,1.06e-29,8.44e-11,0.0001533,2.33e-11,6.34e-06,4.68e-29,0.3714442,1.0,1.0,0.118192351,0.319126501,0.831084647,,0.897890987,,,,,,,,,,,,,,
PSTPIP2,0.259757211,0.242747579,0.343771249,0.255323558,0.157018849,0.263691977,0.327500616,0.192702729,0.238859669,0.078440448,0.175490583,0.508765129,0.096145451,0.194165741,-0.125071244,,,,,,,,,,,,,,1.31e-29,1.13e-10,0.000182534,2.77e-11,1.04e-05,7.53e-29,0.422244595,1.0,1.0,0.064276542,0.637357759,0.722778387,,0.90619118,,,,,,,,,,,,,,
SMAD2,0.202495127,0.265226535,0.353666083,0.201919496,0.034777365,0.273059104,0.337866158,0.169748374,0.143104735,-0.054780997,0.028683013,0.151028944,0.040494735,0.090199247,-0.187815707,,,,,,,,,,,,,,3.07e-29,1.17e-10,0.000294188,2.96e-11,1.36e-05,9.76e-29,0.454075048,1.0,1.0,0.017174561,0.936077165,0.908388272,,0.943477811,0.761830058,,,,,,,,,,,,,
CELF2,0.207974466,0.215422701,0.370716612,0.326367139,0.257973438,0.264129457,0.336773517,0.453429077,0.22511752,0.036716975,0.1090703,0.297932043,0.266736543,0.076173603,-0.162057076,,,,,,,,,,,,,,4.88e-29,1.32e-10,0.000321839,3.06e-11,1.61e-05,1.06e-28,0.467598758,1.0,1.0,0.4743795,0.728983722,0.819400483,,0.958702607,0.801210651,,,,,,,,,,,,,
TBC1D5,0.330936462,0.22782482,0.232869116,0.191292716,0.078205946,0.249621555,0.317072784,0.194269201,0.196263954,0.070136727,0.058027362,0.0096218,0.175280171,-0.163620762,0.152317344,,,,,,,,,,,,,,5.04e-29,1.33e-10,0.000333866,3.93e-11,1.63e-05,1.47e-28,0.474676102,1.0,1.0,0.000361,0.869432018,0.997107518,,0.889299125,0.826987014,,,,,,,,,,,,,
LIMS1,0.250222466,0.178569868,0.224542049,0.207953345,0.266529354,0.270856307,0.377023053,0.377874688,0.25397474,,,,,,,,,,,,,,,,,,,,6.29e-29,1.82e-10,0.000352232,3.99e-11,1.75e-05,1.52e-28,0.509954664,1.0,1.0,,,,,,,,,,,,,,,,,,,
FBXL5,0.318706957,0.324019322,0.341065419,0.235409623,0.210582871,0.275265073,0.325963203,0.338468862,0.177529956,-0.110389926,0.083446886,0.072773751,0.066642223,0.129474897,0.054868239,,,,,,,,,,,,,,7.18e-29,1.9e-10,0.000383593,4.48e-11,1.78e-05,1.67e-28,0.551596502,1.0,1.0,9.99e-05,0.785981382,0.965828499,,0.917063702,0.944639719,,,,,,,,,,,,,
JARID2,0.147924849,0.399536667,0.250168102,0.211819431,0.348649484,0.244256353,0.301059394,0.211932018,0.336151325,-0.033763332,-0.113510299,0.05047371,-0.217466193,-0.206319761,-0.123400829,0.032030695,,,,,,,,,,,,,1.06e-28,2.84e-10,0.000452859,4.53e-11,1.87e-05,1.87e-28,0.563876453,1.0,1.0,0.255794546,0.682718878,0.976010417,,0.850303793,0.863714485,-2.092948454,,,,,,,,,,,,
RBPJ,0.164186351,0.064261319,0.178889935,0.321071511,0.274060485,0.286951059,0.375426863,0.273595978,0.274906578,0.055431047,0.068657285,0.056639761,-0.108289706,0.352019973,0.147720645,,,,,,,,,,,,,,1.43e-28,3.13e-10,0.000560158,4.77e-11,1.87e-05,2.12e-28,0.570837758,1.0,1.0,0.111525024,0.811073668,0.967962537,0.661740108,0.589672498,0.797779914,,,,,,,,,,,,,
SLA,0.209392199,0.248412195,0.209239178,0.039065771,0.243069486,0.383645547,0.070234685,0.19063219,0.210467364,-0.035167946,-0.011033647,0.138465292,-0.229801592,0.119712325,-0.066809156,,,,,,,,,,,,,,1.93e-28,3.31e-10,0.000694798,5.68e-11,1.96e-05,2.84e-28,0.606169525,1.0,1.0,0.681105771,0.977545613,0.923172016,,0.917165589,0.933278942,,,,,,,,,,,,,
DMXL1,0.169358268,0.169903754,0.156814332,0.462679083,0.262215332,0.366964661,0.36421324,0.253436776,0.125247231,-0.003798916,0.080261362,-0.12362887,0.042600395,-0.346049384,0.564761644,,,,,,,,,,,,,,3.44e-28,5.08e-10,0.000760346,6.47e-11,2.33e-05,3.99e-28,0.72064338,1.0,1.0,0.954485845,0.786446683,0.93485777,,0.64013504,0.10621969,,,,,,,,,,,,,
COP1,0.289754242,0.177952453,0.275144456,0.236260398,0.173062885,0.285624093,0.332496232,0.278859373,0.160515418,-0.046240244,-0.042104343,0.014221591,-0.115393893,0.099708145,-0.033653663,,,,,,,,,,,,,,9.99e-28,9.94e-10,0.000785267,7.53e-11,2.38e-05,6.82e-28,0.739717638,1.0,1.0,0.212724534,0.880477869,0.994045463,,0.915077046,0.963496303,,,,,,,,,,,,,
GAB2,0.117017514,0.207491364,0.235383653,0.140192222,0.215234762,0.275036591,0.338018439,0.229451753,0.332963076,0.103329947,0.247668506,0.139108424,0.145589787,0.100105935,0.512844776,,,,,,,,,,,,,,4.25e-27,1.35e-09,0.000843428,8.47e-11,3.3e-05,7.8e-28,0.787897656,1.0,1.0,0.002709645,0.261689403,0.929238637,,0.931868189,0.238152174,,,,,,,,,,,,,
XRCC4,0.279395666,0.247242911,0.394763653,0.148814581,0.314155993,0.286262096,0.110460061,0.284933887,0.092691712,-0.032296262,0.366722369,0.32570552,0.239784398,0.350280273,0.446622793,,,,,,,,,,,,,,6.37e-27,3.22e-09,0.000882207,9.9e-11,3.38e-05,1.04e-27,0.800825116,1.0,1.0,0.429331384,0.074759831,0.783446295,,0.708231027,0.33028683,,,,,,,,,,,,,
TRIM38,0.362488894,0.240784707,0.283447413,0.289692831,0.209332521,0.252374626,0.313488805,0.289294826,0.172979271,,0.100268593,0.041789765,0.268270215,-0.22822255,0.198704801,,,,,,,,,,,,,,7.68e-27,3.23e-09,0.000897272,1.23e-10,3.55e-05,1.12e-27,0.834068293,1.0,1.0,,0.769840214,0.984504363,,0.854104368,,,,,,,,,,,,,,
DDX17,0.212449893,0.321594521,0.123946351,0.209945441,0.279178867,0.288885988,0.307997685,0.299665835,-0.425219349,0.018837562,-0.350613398,0.889336808,-0.116270869,-0.552891662,-0.874732576,0.03888363,,,,,,,,,,,,,9.41e-27,4.45e-09,0.000938112,1.79e-10,4.46e-05,1.16e-27,0.836306606,1.0,1.0,0.604914565,0.174483556,0.268291269,0.758279344,0.59276051,0.085418751,-1.666583336,,,,,,,,,,,,
SDCCAG8,0.22494648,0.266428306,0.125469984,0.186396079,0.256863711,0.297299949,0.374406933,0.24407612,0.197827138,0.003559122,0.025641443,0.012131399,-0.234260137,0.285705717,0.294010038,,,,,,,,,,,,,,9.55e-27,4.46e-09,0.001229789,1.89e-10,5.51e-05,1.23e-27,0.852053304,1.0,1.0,0.9426823,0.941300036,0.996192004,,0.720968223,0.545086781,,,,,,,,,,,,,
TMEM131L,0.232010617,0.207087557,0.058331466,0.237533397,0.282117039,0.323828611,0.285163405,0.083278461,0.150737864,-0.047986885,0.116895489,0.53702595,0.216036099,-0.128162883,-0.044835926,,,,,,,,,,,,,,1.68e-26,5.98e-09,0.001361016,1.9e-10,6.78e-05,1.75e-27,0.989183264,1.0,1.0,0.205920367,0.64893733,0.482605196,,0.910654127,0.95389724,,,,,,,,,,,,,
EXT1,0.162649389,0.348020716,0.160234536,0.313625913,0.250605382,0.320983464,0.272710368,0.228786163,0.243999788,0.025329606,0.087626821,0.061409933,-0.179323662,0.133651342,0.466702657,,,,,,,,,,,,,,2.61e-26,6.07e-09,0.001557553,1.98e-10,8.6e-05,2.18e-27,0.999526485,1.0,1.0,0.250709034,0.782634948,0.974251172,,0.910328205,0.321051779,,,,,,,,,,,,,
PIKFYVE,0.159440926,0.163698887,0.273096394,0.122169178,0.211708414,0.277278224,0.339461832,0.234601453,0.407979171,-0.001522819,0.131290805,0.138719363,0.392395643,-0.100921536,0.019961139,,,,,,,,,,,,,,4.94e-26,6.89e-09,0.001895419,2.09e-10,8.66e-05,2.41e-27,1.0,1.0,1.0,0.974880066,0.656896111,0.932794483,,0.935838983,0.982646138,,,,,,,,,,,,,
FNDC3B,0.353162371,0.320416733,0.173302455,0.243988772,0.264928098,0.25413274,0.341277295,0.950072115,0.637912279,0.124718275,-0.221981035,-0.451524261,-0.15179734,0.136441238,-0.536760142,,,,,,,,,,,,,,2.03e-25,7.08e-09,0.001903391,2.2e-10,8.9e-05,3.68e-27,1.0,1.0,1.0,6.95e-06,0.321279589,0.648801063,,0.903761948,0.194724239,,,,,,,,,,,,,
IGF2R,0.465611746,0.220503126,0.034479627,0.223805732,0.238919854,0.296870923,0.376778166,0.29589257,0.313882513,0.006839478,-0.548276404,-0.19687357,-0.185792804,-0.295370314,-1.278541765,,,,,,,,,,,,,,2.92e-25,1.41e-08,0.002711781,2.23e-10,0.000149851,3.69e-27,1.0,1.0,1.0,0.88520366,0.028652117,0.904531834,,0.820256604,0.007459243,,,,,,,,,,,,,
ALPK1,0.182978622,0.512429853,0.035477497,0.209874376,0.048102159,0.341349932,0.38884761,0.189733483,0.746321189,-0.004641271,0.156899542,0.731670099,-0.010651516,-0.177087465,0.026099039,,,,,,,,,,,,,,2.98e-25,1.62e-08,0.002870938,3.88e-10,0.000173005,4.92e-27,1.0,1.0,1.0,0.951501392,0.648367194,0.49580007,,0.910198988,,,,,,,,,,,,,,
ARHGEF3,0.131379373,0.222369527,0.298132009,0.236988956,0.209343667,0.287736604,0.358689801,0.316755981,0.281421347,0.056874222,-0.087087152,-0.015104973,0.115795613,-0.070995182,-0.406129264,,,,,,,,,,,,,,4.94e-25,1.87e-08,0.002961067,4.36e-10,0.000182102,5.27e-27,1.0,1.0,1.0,0.078193366,0.73924619,0.995072813,,0.951501399,0.351299154,,,,,,,,,,,,,
