metabolite,logFC,AveExpr,t,pval,adj_pval,B,contrast,comparison
"PS(14:0/18:2(9Z,12Z))",-0.0546212890952965,-1.58871758341543e-15,-0.158206514832972,0.875124088555784,0.920456694366571,-6.43334649326798,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PC(36:7),-0.0584082151739046,0.136588976159498,-0.156959892753543,0.876099781959929,0.920456694366571,-6.43354295528679,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Succinoadenosine,0.0566235248273389,-3.97251675998689e-16,0.156627648326303,0.876359852731885,0.920456694366571,-6.43359505355091,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Glucuronolactone,-0.0740622438582431,-7.21644966006352e-16,-0.156541646235367,0.876427174799545,0.920456694366571,-6.43360852132096,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
"PS(14:0/20:4(5Z,8Z,11Z,14Z))",0.0725218094503092,8.00285763583967e-16,0.155861653323928,0.876959503016931,0.920456694366571,-6.43371474684782,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Hexadecenoylcarnitine,0.0618337985988919,2.67291975590093e-16,0.14911993202407,0.882240308311395,0.924310403039339,-6.43474292047758,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
TG (56:8)  [M+NH4]+,-0.0633627708942877,2.51838480624933e-15,-0.146572529087657,0.884237125611199,0.924310403039339,-6.43511960366231,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Ribose 5-Phosphate,0.0657664900528626,8.49147141490647e-16,0.145317033421402,0.885221545523506,0.924310403039339,-6.43530286827446,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
3-Hydroxyglutaric Acid,-0.0524311200937431,-2.36153689196309e-15,-0.143983775590268,0.88626713949961,0.924310403039339,-6.43549575972594,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PI(34:2),-0.0479758173223704,1.17700987845026e-15,-0.140369625919839,0.889102529881009,0.925795650161813,-6.43600971099925,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PE(P-40:7),0.0455017120622188,-1.73877116408742e-15,0.137441682692895,0.891400657875265,0.92671764115083,-6.43641651070649,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
LPA(18:0)[M-H]-,-0.0504644108010277,-7.06610695881219e-16,-0.132757243758038,0.89507941534633,0.92794350344324,-6.4370495363697,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Phenylalanine,0.0571791099388425,-1.07538399481596e-15,0.132337834838757,0.895408898901785,0.92794350344324,-6.43710514310871,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Chenodeoxycholate,0.0585696896818974,0.00349947429269514,0.129917347032144,0.897310775174433,0.928447742136321,-6.4374226253245,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
TG (46:0) [M+NH4]+,-0.0586366137556836,5.74482591127653e-16,-0.127931752324738,0.898871396706383,0.928597852345492,-6.43767869331919,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
"PG(16:0/20:3(5Z,8Z,11Z))",-0.0388116190819395,2.14643118094197e-15,-0.124093293665849,0.901889464549669,0.930250768466325,-6.43816254050993,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PC(O-34:0),0.0474311997454273,4.79361920528258e-16,0.114067488378571,0.909779305261825,0.936915579673089,-6.43935684928606,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
5-Hydroxymethyluracil,-0.0433941642832238,-2.95698072509213e-16,-0.100129821183401,0.920762810187214,0.946740444330427,-6.44085020191995,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
DG (38:6) [M+NH4]+,-0.0410380773716791,-5.6891701997556e-16,-0.0976997300783525,0.922679502567397,0.947226531587187,-6.44109068919104,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PA(44:9)[M-H]-,-0.0382513944828886,-6.7365094983766e-17,-0.0827899462284505,0.934449125441368,0.956983467475128,-6.44243692296631,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PC(P-38:6),0.0273856532736305,2.85535484145782e-15,0.0819644499458383,0.935101223554203,0.956983467475128,-6.4425049631221,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
TG (54:2) [M+NH4]+,0.0326824927180791,-1.60895602396849e-16,0.0724117172433895,0.942650550464031,0.962633661149834,-6.44324274908529,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Menaquinone (Vit K2),-0.0323254178826584,1.16284297006312e-15,-0.071265091144203,0.943557079450218,0.962633661149834,-6.44332517058501,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Acetoacetic Acid,0.0249286920671322,1.06613213627741e-15,0.0568906960418668,0.954927607691188,0.97272128982208,-6.44424683211238,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
SM(d40:2),0.019368812857978,-2.61856508698699e-15,0.0437953402921662,0.965294751771465,0.980733288056668,-6.44490653523271,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
FA (22:1) [M-H]-,-0.0194605373575744,-5.29119572230859e-15,-0.0431787049801503,0.965783085494829,0.980733288056668,-6.44493336939325,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
2-ketoglutaramate,-0.0142917265540186,3.49546780409327e-16,-0.0358361813621936,0.971598842762838,0.981726104040103,-6.44522365660293,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
TG (60:3) [M+NH4]+,-0.0134602683324876,-0.130276750730663,-0.0357404904496023,0.971674647266232,0.981726104040103,-6.44522708364338,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PC (p-34:2) or PC (o-34:3) [M+H]+,-0.0117607624344946,1.81032850747146e-15,-0.0346743336473739,0.972519254041221,0.981726104040103,-6.44526464685269,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Pantothenic Acid,-0.0128754100722032,-5.78241158658936e-19,-0.0337134002593013,0.973280530566669,0.981726104040103,-6.44529752821653,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
2-Ketobutyric Acid,0.0142559798291613,1.84632401959798e-15,0.0324980037638723,0.974243435564187,0.981726104040103,-6.44533779342493,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
TG (54:3) [M+NH4]+,0.00746680508637335,-0.116141658957028,0.019171660515701,0.984803551127652,0.990845290705122,-6.44568232598438,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Gentisic Acid,-0.00781703498390499,2.68318353646713e-15,-0.0168195639728049,0.98666775139868,0.99120068134385,-6.44572468441753,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
3-Methylglutarylcarnitine,0.002826039534503,1.33429147360549e-16,0.00925912273289417,0.992660387121202,0.995696045797413,-6.44582334021584,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
GlcCer (d38:1) [M+HAc-H]-,-0.00185533014573136,-3.46998905303986e-15,-0.00458871332308914,0.996362533160554,0.996389421349077,-6.44585570167838,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
FA (20:5) [M-H]-,-0.00199070038141641,8.5868812060852e-16,-0.00455479327017917,0.996389421349077,0.996389421349077,-6.44585585686738,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
LPA(16:0)[M-H]-,1.20678543880983,-1.21909499277891e-15,3.16188516882489,0.0015712705132309,0.851199381928704,-4.30720325648074,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
LysoPC(18:3),0.997579115835015,2.54426109809932e-16,2.61374599796215,0.00896632272620326,0.851199381928704,-4.40888837823951,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
SM(d38:0),0.976091695381284,-0.0466539845805364,2.55744704550217,0.0105560903162459,0.851199381928704,-4.41823938105626,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Gluconic Acid,0.960914677366922,-2.05391259555654e-15,2.51768190861593,0.0118254258980552,0.851199381928704,-4.42472149538542,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
2-Phosphoglyceric Acid,-0.959865309157378,-0.0206354938895535,-2.51493247058685,0.0119179983023182,0.851199381928704,-4.4251659267624,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
LPA(18:1)[M-H]-,0.958857274977543,-0.0908755623920869,2.51229133139144,0.0120075288964401,0.851199381928704,-4.42559239494272,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
LysoPC(18:1),0.952208343705083,-8.00141203294302e-16,2.49487054016972,0.012613148719542,0.851199381928704,-4.42839412720228,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
FA (20:1) [M-H]-,-0.948693612776787,-2.49203869345793e-16,-2.48566163257339,0.0129440907694331,0.851199381928704,-4.42986729083208,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
3-Phospho-Glycerate,-0.93187889327597,-0.0151673119243695,-2.44160557215223,0.0146359213180971,0.851199381928704,-4.43683963628958,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Taurolithocholic Acid,0.899023831131571,0.00746421719281884,2.35552238754101,0.0185120877794783,0.851199381928704,-4.45010339923526,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
LPE (18:1) [M-H]-,0.891456118783067,1.09706803826567e-15,2.33569430819307,0.0195229548331278,0.851199381928704,-4.45309107363375,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Taurine,-0.884737294336883,1.96110488959178e-15,-2.3180903906406,0.0204605131729943,0.851199381928704,-4.45572244858624,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Ribose 5-Phosphate,-0.882791775523924,8.49147141490647e-16,-2.31299295833612,0.0207392255448115,0.851199381928704,-4.456480678977,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
N-Formylglycine,-0.88121298760708,1.72518249685893e-15,-2.30885639359275,0.0209678278632759,0.851199381928704,-4.45709475584058,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
LysoPE(18:2),0.877435124195683,-2.64834450665793e-16,2.2989580554904,0.0215237821899804,0.851199381928704,-4.45855971119543,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
FA (22:5) [M-H]-,-0.870311022984419,-1.02081248546752e-15,-2.28029227677225,0.0226071679493532,0.851199381928704,-4.4613051237905,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC(42:8),0.846995435077313,1.94325169381819e-16,2.21920336300592,0.0264908280346433,0.851199381928704,-4.47013375470713,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
TG (48:0) [M+NH4]+,-0.843578859386984,6.6217286283828e-15,-2.21025163086199,0.027105802486505,0.851199381928704,-4.47140732961848,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
2-Hydroxybutyric acid,-0.830886727390711,1.08434673277517e-15,-2.17699711632347,0.0294994827614285,0.851199381928704,-4.47609341280692,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
LysoPC(16:1),0.816236551646398,-1.13450915328883e-15,2.13861235303671,0.0324864568105695,0.851199381928704,-4.48141410490117,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC(P-36:1)),-0.815002005364482,-6.51388665229291e-16,-2.13537773199018,0.0327496052650473,0.851199381928704,-4.48185814689242,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Citric Acid,-0.814278570699142,5.52567251214479e-15,-2.13348226883212,0.0329046549144269,0.851199381928704,-4.48211803977305,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
LysoPC(20:2),0.812054820213173,4.73810805405132e-15,2.12765584480128,0.0333852000665865,0.851199381928704,-4.48291547390831,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Hydroxybutyrylcarnitine,-0.804125553854967,1.65376971376456e-15,-2.106880461795,0.0351478722353803,0.851199381928704,-4.48574114769657,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
LysoPC(20:0),0.785249362963749,1.36667297849039e-15,2.05742316300482,0.0396662945778377,0.851199381928704,-4.49235630084328,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
FA (22:4) [M-H]-,-0.7835195851982,4.16116793799937e-16,-2.05289099143036,0.040103980181532,0.851199381928704,-4.49295464145673,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC(P-40:3),-0.782758619334687,5.68700179541063e-16,-2.05089719319544,0.0402978210971372,0.851199381928704,-4.49321744624098,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
5-Hydroxyhexanoic Acid,-0.778982030551936,1.08622601654081e-15,-2.04100219473349,0.041271629612224,0.851199381928704,-4.49451793858812,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
C-PAF/methylCarbamyl-PAF C-16,0.773976033475799,-0.0865861906789113,2.02788603721187,0.0425931092468561,0.851199381928704,-4.49623209128921,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
SM(d34:1),-0.773057711900537,4.08932147403599e-15,-2.02547995301857,0.0428393714472424,0.851199381928704,-4.49654534322425,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
FA (22:5) [M-H]-,-0.772142296158692,3.84530370508192e-16,-2.02308148236723,0.0430860514769695,0.851199381928704,-4.49685723380979,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
N-Acetydserine,0.768231704739956,1.06837282076722e-15,2.01283538508217,0.0441534132679463,0.851199381928704,-4.49818544706561,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC(P-32:0),-0.759447387494228,-2.10479781751853e-15,-1.98981969271111,0.0466326140829447,0.851199381928704,-4.50114440870148,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Inosine,-0.75921280478812,-0.14761509080378,-1.98920506515972,0.0467003950057362,0.851199381928704,-4.50122296043771,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Dihydroorotic Acid,0.756685942277466,-0.050362930359985,1.98258446066853,0.0474357847593644,0.851199381928704,-4.50206756027544,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC(36:4),-0.75279388192408,-4.36340778324033e-15,-1.97238691642265,0.048587523915054,0.851199381928704,-4.5033629667587,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Allantoin,0.751690460551499,-1.19377887205137e-15,1.96949585429949,0.0489182897426966,0.851199381928704,-4.50372900650995,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Argininosuccinic Acid,-0.746505397168863,3.07161703479627e-15,-1.95591052713052,0.0504980008867784,0.851199381928704,-4.50544186643739,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
FA (22:6) [M-H]-,-0.746159650381104,-2.09901540593194e-16,-1.95500463979941,0.0506048413036882,0.851199381928704,-4.50555566052678,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
SM (d36:0) [M+H]+,-0.741330440033379,2.97158131434827e-15,-1.94235167922784,0.0521170360137223,0.854719390625045,-4.50713956648034,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Choline,-0.731310246406339,5.0913411218471e-15,-1.91609788083155,0.0553754865911971,0.869073804612139,-4.51039322594244,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
LysoPC(20:3),0.723196886560436,-2.41921644753932e-15,1.89484015651612,0.0581367023641348,0.869073804612139,-4.51299527680354,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
LysoPC(14:0),0.72283264047941,2.22565021967824e-15,1.89388579939151,0.0582633027308242,0.869073804612139,-4.51311141397284,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
TG (54:4) [M+Na]+,0.721987953876681,-2.35228503342455e-15,1.89167264537458,0.0585577706767833,0.869073804612139,-4.51338051088664,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
LysoPC(20:1),0.717125474009484,5.73268284694469e-15,1.87893251570334,0.0602770248302801,0.869073804612139,-4.51492346151326,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
2-Hydroxyisovaleric acid,-0.710369115815437,-5.66676335485757e-16,-1.86123025639361,0.0627351926022813,0.869073804612139,-4.51705006403475,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC(34:5),0.706580440678449,3.42607886505419e-16,1.85130359060872,0.0641495279861189,0.869073804612139,-4.51823376211994,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
TG (54:4) [M+NH4]+,0.705137252188066,-2.79984369022657e-15,1.8475223084215,0.0646951583474682,0.869073804612139,-4.51868299351712,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
"PS(14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",-0.691869033781936,2.27986032830252e-15,-1.81275839625792,0.0698931403706098,0.869073804612139,-4.52277004548171,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Corticosterone,-0.69176134276302,-4.49871621436652e-16,-1.81247623621143,0.0699366924296156,0.869073804612139,-4.5228029002767,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
LysoPC(18:0),0.679466345170867,-2.24126273096203e-15,1.78026224912876,0.0750574058008383,0.869073804612139,-4.52652028242924,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Hydroxy-octadecenoylcarnitine,-0.679419995056611,2.58473797920544e-16,-1.78014080770751,0.0750772743127872,0.869073804612139,-4.52653417021889,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
TG (54:5)  [M+Na]+,0.675091347932812,-2.89337419763965e-15,1.76879936729759,0.0769518154482663,0.869073804612139,-4.52782697817717,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Glucuronolactone,0.674820080492528,-7.21644966006352e-16,1.7680886224803,0.0770705482629712,0.869073804612139,-4.52790772066579,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Cervonyl carnitine,0.661355624450085,1.71275031194777e-15,1.73281055025821,0.083154081707225,0.869073804612139,-4.53187462357593,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
N-Acetylneuraminic Acid,-0.660171791407178,-2.87674976432821e-16,-1.7297088024078,0.0837070719460977,0.869073804612139,-4.53221958125925,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Menaquinone (Vit K2),0.657585178299089,1.16284297006312e-15,1.72293164603772,0.0849256903933792,0.869073804612139,-4.5329711452841,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PE(O-38:5),-0.655337037581151,4.75307004403162e-15,-1.7170413174301,0.0859964660638653,0.869073804612139,-4.53362196646138,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Hypoxanthine,-0.651827833114491,-0.0654611196859843,-1.70784688965473,0.0876896579687382,0.869073804612139,-4.53463340204575,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
LysoPE(18:0),0.641349742951195,-9.17668718791731e-16,1.68039336161282,0.0929058652545083,0.869073804612139,-4.53762111922306,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Putrescine,0.639380099233806,1.95539475815002e-15,1.67523271991331,0.0939136647590978,0.869073804612139,-4.53817733639391,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC (38:3) [M+H]+,0.63870551680186,4.19405540389809e-16,1.67346525395115,0.0942608345136814,0.869073804612139,-4.53836744166616,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
FA (20:4) [M-H]-,-0.637813143137471,-2.21003770839445e-15,-1.67112715559188,0.0947216692931973,0.869073804612139,-4.53861861475135,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
hydroxyoctanoyl carnitine,-0.63610048798632,2.96840098797565e-15,-1.66663984678984,0.0956111664355151,0.869073804612139,-4.53909968566256,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
LysoPC(15:0),0.634772716919175,2.71137279295175e-15,1.66316096851556,0.0963053600398439,0.869073804612139,-4.53947175562596,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Octanoylcarnitine,-0.634770690417949,-2.15799600411515e-15,-1.66315565890213,0.0963064226224089,0.869073804612139,-4.53947232290092,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
TG (58:1) [M+Na]+,0.631905424843165,6.69603261727048e-16,1.65564840828881,0.0978182151747895,0.869073804612139,-4.54027258021273,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
hydroxydecanoyl carnitine,-0.616682511511904,1.0046940131699e-15,-1.61576302159083,0.106170868798754,0.869073804612139,-4.54446356512036,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
LysoPC(16:0),0.610595866269198,-2.24400937646566e-15,1.59981546977102,0.10966487121887,0.869073804612139,-4.54611066623178,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Archidonoyl Glycine,-0.609685764073719,-1.09836908087265e-15,-1.59743092108369,0.110195034229049,0.869073804612139,-4.54635554403646,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
TG (58:3) [M+Na]+,0.600062771183364,5.60893923899168e-17,1.57221782394048,0.115925425639801,0.869073804612139,-4.54892241748321,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
TG (54:2) [M+NH4]+,0.59724259320334,-1.60895602396849e-16,1.56482870683506,0.117648465785932,0.869073804612139,-4.5496669447939,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
TG (48:4) [M+NH4]+,0.597200488358916,7.13549589785127e-16,1.5647183883983,0.117674341983863,0.869073804612139,-4.54967803390447,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Decanoylcarnitine,-0.595475498494616,-8.82396008113536e-16,-1.56019876155089,0.118738306938848,0.869073804612139,-4.55013167063367,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC(36:6),0.590984071254238,1.01539147460509e-15,1.54843082275954,0.121543994004282,0.869073804612139,-4.55130666693571,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC(P-36:3),-0.58488439964463,-2.08354745493781e-15,-1.53244914070001,0.125437018935461,0.869073804612139,-4.55288814942445,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
TG (54:5) [M+NH4]+,0.583524772446658,1.8876682624421e-15,1.52888679653001,0.126317886488814,0.869073804612139,-4.55323842833373,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
LysoPC(P-18:1),-0.583348402421995,-6.24645011641315e-16,-1.52842469138084,0.126432504235636,0.869073804612139,-4.55328380657075,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
SM(d36:2),-0.580157142686147,4.96824803519758e-15,-1.52006330707495,0.128520431056973,0.869073804612139,-4.55410251601021,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Deoxyribose,0.577976398972043,1.96298417335742e-15,1.51434956461098,0.129962560560449,0.869073804612139,-4.55465939708198,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Glycinamide,0.577884212647131,2.79630196312978e-15,1.5141080282416,0.130023799159485,0.869073804612139,-4.5546828918496,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Dodecanoylcarnitine,-0.576629226626463,2.26323589499107e-15,-1.51081985326184,0.130859705643143,0.869073804612139,-4.55500236698913,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Pantothenic Acid,-0.572760502717944,-5.78241158658936e-19,-1.50068345257682,0.133462785017867,0.869073804612139,-4.55598283682466,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC(40:7),0.571033972676348,6.96346915315023e-15,1.49615979032793,0.134637339501685,0.869073804612139,-4.55641826980648,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Cysteineglutathione Disulfide,0.56838969922965,-3.8568685282551e-16,1.48923155874297,0.13645170468936,0.869073804612139,-4.55708261039865,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC(34:1),-0.567705812342443,6.67521593555875e-15,-1.48743971428059,0.136924010943235,0.869073804612139,-4.55725392654958,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
SM(d42:0),-0.567631144553061,-6.36065274524829e-17,-1.48724407803222,0.136975654327732,0.869073804612139,-4.55727261861345,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Cortisol,-0.564192824393777,-1.52178616930065e-15,-1.4782353734459,0.139370057810175,0.869073804612139,-4.55813069191226,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
